Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
6.04,0,-1.928925,-2.086967,0.1519171,4.6165,-6.93405,-6.506501,8.625783
6.06,0,-1.950117,-1.893628,-0.5656406,9.191552,-7.20397,-6.689616,8.263954
6.08,0,-1.951574,-1.723773,3.296956,12.25808,-7.27145,-6.834701,7.905088
6.1,0,-1.535473,-1.36465,28.56414,12.99669,-6.664129,-6.556944,9.4492
6.12,0,-0.7091029,-0.790395,42.01453,10.89242,-6.93405,-6.484909,11.49685
6.14,0,0.05057891,-0.190648,37.80078,7.103357,-7.27145,-6.586642,12.16325
6.16,0,0.6696351,0.3407656,29.61757,2.631266,-7.20397,-6.59902,11.90915
6.18,0,1.076507,0.7469827,20.442,-1.631243,-6.259249,-6.139179,11.38908
6.2,0,1.324341,0.9769652,13.06795,-5.251382,-6.259249,-5.945901,9.947994
6.22,0,1.454857,1.084291,6.106118,-8.076797,-6.259249,-5.893132,8.018183
6.24,0,1.427355,1.072913,-0.6877776,-9.87566,-6.259249,-5.920613,5.735636
6.26,0,1.411337,1.028594,0.5946653,-11.02752,-6.326729,-6.009322,3.825117
6.28,0,1.467995,1.019217,3.342758,-11.9774,-6.326729,-6.075667,2.530587
6.3,0,1.495722,1.01671,1.770238,-12.70026,-6.259249,-6.095284,1.425668
6.32,0,1.500094,0.9763042,0.7931387,-13.19485,-7.27145,-6.652766,-0.3503566
6.34,0,1.481574,0.958375,0.1519171,-13.46941,-7.20397,-6.919259,-1.56785
6.36,0,1.452292,0.938767,-0.7335792,-13.56156,-7.20397,-7.069427,-2.367961
6.38,0,1.443076,0.9278722,0.04504682,-13.59489,-7.20397,-7.153611,-2.828245
6.4,0,1.445232,0.931731,0.7168028,-13.62492,-7.00153,-7.095199,-2.944575
6.42,0,1.435889,0.9287015,0.1519171,-13.61543,-6.93405,-7.035201,-3.048309
6.44,0,1.435823,0.9276184,-0.09235785,-13.60897,-6.86657,-6.972412,-3.095207
6.46,0,1.417858,0.9144713,-0.107625,-13.54768,-6.93405,-6.980457,-3.294828
6.48,0,1.419555,0.9083617,0.5030622,-13.51224,-7.00153,-7.021222,-3.450186
6.5,0,1.411887,0.9054788,-0.1381594,-13.46476,-6.93405,-7.009312,-3.539374
6.52,0,1.411887,0.9054788,-0.1381594,-13.46476,-6.93405,-7.009312,-3.539374
