Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
6.02,0,-2.107051,-2.50326,0.09084838,-2.001367,-10.17309,-10.19955,7.22533
6.04,0,-2.090441,-2.265416,0.3809245,4.864779,-11.05033,-10.48277,8.833501
6.06,0,-2.075866,-2.021922,2.854208,9.60842,-11.11781,-10.63208,9.721282
6.08,0,-1.795156,-1.698635,17.73971,11.76734,-9.565769,-9.880321,9.522707
6.1,0,-0.986896,-1.130945,45.98399,10.2633,-9.633249,-9.526855,11.57432
6.12,0,0.01904554,-0.4070947,51.86186,5.756127,-10.44301,-9.731173,14.34853
6.14,0,0.9875884,0.3235092,47.92292,-0.5650682,-9.90317,-9.512969,15.09758
6.16,0,1.695299,0.9190795,28.57941,-6.925992,-10.71293,-9.825183,15.43684
6.18,0,1.043368,0.8317508,-36.06183,-7.976115,-10.51049,-9.939592,10.7789
6.2,0,0.5420385,0.5448638,-21.95496,-6.723704,-10.44301,-10.02772,7.669481
6.22,0,0.1058054,0.2241006,-16.61145,-4.34859,-11.05033,-10.43149,6.080253
6.24,0,0.08449464,0.08645518,6.182454,-2.983548,-11.38773,-10.80789,6.08831
6.26,0,0.5103252,0.2217468,23.15956,-4.00923,-10.57797,-10.55441,6.213804
6.28,0,0.8715993,0.4365986,17.81604,-6.034787,-10.44301,-10.3658,6.020482
6.3,0,1.328365,0.7194494,23.34276,-9.035028,-10.51049,-10.31013,6.116329
6.32,0,1.74496,1.002558,22.07559,-12.47304,-10.44301,-10.25185,5.743795
6.34,0,1.965968,1.191784,9.480165,-15.40049,-10.44301,-10.24207,4.657093
6.36,0,2.13268,1.319053,8.182454,-17.81875,-11.11781,-10.60633,4.117298
6.38,0,2.146275,1.345718,0.1366499,-19.44367,-10.17309,-10.31752,1.794952
6.4,0,2.046889,1.289966,-4.321367,-20.07803,-10.24057,-10.25687,-0.03552151
6.42,0,1.974195,1.220309,-3.634344,-20.22786,-10.71293,-10.50132,-0.9602509
6.44,0,1.822996,1.109658,-7.191597,-19.8367,-9.90317,-10.22612,-3.004442
6.46,0,1.700336,1.005033,-5.954956,-19.16402,-9.90317,-10.12564,-4.208097
6.48,0,1.576389,0.906895,-6.229764,-18.30213,-9.90317,-10.09907,-5.103661
6.5,0,1.394462,0.7891541,-8.443505,-17.07496,-9.90317,-10.10543,-5.955062
6.52,0,1.394462,0.7891541,-8.443505,-17.07496,-9.90317,-10.10543,-5.955062
