Tiempo,ControlPWM,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado
6,-100,-2.520299,-2.775774,-0.519839,-6.633927,-2.345409,-2.105433,6.930711
6.02,0,-2.549118,-2.691801,-0.9778546,3.574111,-2.68281,-2.406564,5.771144
6.04,0,-2.513103,-2.414224,-0.2908313,10.38143,-1.738089,-1.719725,9.611707
6.06,0,-2.44042,-2.191288,7.449629,14.54018,-2.075489,-1.814043,8.952825
6.08,0,-1.7452,-1.651418,37.0527,15.28607,-2.345409,-1.989095,9.976763
6.1,0,-1.186918,-1.061542,26.28933,14.13857,-1.46817,-1.304977,13.67789
6.12,0,-0.7103387,-0.6583588,28.09086,11.66068,-2.75029,-2.164654,9.075093
6.14,0,-0.2178942,-0.1792578,23.63284,8.663854,-1.738089,-1.585785,11.61436
6.16,0,0.1671356,0.1538451,19.48017,5.364053,-1.805569,-1.499905,10.76974
6.18,0,0.3924378,0.36026,12.12139,2.414855,-1.738089,-1.464072,9.156597
6.2,0,0.6378101,0.5309995,11.48017,-0.3147739,-1.738089,-1.482143,7.632448
6.22,0,0.6464673,0.5612838,0.9458106,-2.219424,-1.738089,-1.541907,5.365923
6.24,0,0.6577137,0.5538515,1.70917,-3.522385,-1.670609,-1.54075,3.883283
6.26,0,0.6058402,0.4536573,-1.603809,-4.344698,-2.75029,-2.450014,-1.479069
6.28,0,0.5820234,0.4861043,0.2587874,-4.5809,-1.33321,-1.563689,2.420859
6.3,0,0.5394349,0.4335137,-0.7793808,-4.711906,-1.33321,-1.330566,2.517543
6.32,0,0.5454783,0.3972681,-0.1686933,-4.832218,-1.46817,-1.385504,1.533322
6.34,0,0.5283459,0.3353886,-0.01602192,-4.927752,-2.345409,-2.124986,-2.308441
6.36,0,0.5255725,0.3912444,0.1061156,-4.78405,-1.13077,-1.345565,1.472571
6.38,0,0.5224015,0.3811107,0.9458106,-4.769404,-1.13077,-1.132926,1.894564
6.4,0,0.5106589,0.3614849,0.3351234,-4.742844,-1.13077,-1.085429,1.474941
6.42,0,0.5169611,0.3553424,0.5030622,-4.740397,-1.13077,-1.08082,1.032862
6.44,0,0.5092475,0.3512845,0.02977964,-4.70938,-1.06329,-1.034489,0.8259711
6.46,0,0.4996213,0.2845265,-0.1534266,-4.788146,-2.412889,-2.124236,-4.350823
6.48,0,0.4934572,0.3548036,-0.01602192,-4.583881,-1.13077,-1.381878,-0.270597
6.5,0,0.4822055,0.3515968,-0.09235785,-4.501504,-1.06329,-1.118279,0.7461678
6.52,0,0.4822055,0.3515968,-0.09235785,-4.501504,-1.06329,-1.118279,0.7461678
