Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado
5.62,-93.9801,-5,0.6628328,0.2353344,61.06797,9.427452,-4.977129,-4.637516
5.64,-93.98279,-5,1.798358,0.6697459,58.22827,-9.459431,-4.977129,-4.629928
5.66,-98.78601,-5,2.499899,0.856535,35.20536,-24.32776,-4.909649,-4.598498
5.68,-64.95935,-5,2.111459,0.6477705,-25.37481,-33.32228,-4.707209,-4.605894
5.7,-224.0515,-5,1.057953,-0.01597054,-56.85574,-32.7356,-5.71941,-5.390822
5.72,-70.04187,-5,-0.0944128,-0.8386227,-59.25268,-44.46667,-5.51697,-5.736442
5.74,29.68707,-5,-1.0448,-1.623389,-42.06184,-33.35434,-5.247049,-5.757351
5.76,-1.712036,-5,-1.145334,-1.915079,-7.573277,-15.66176,-5.38201,-5.733642
5.78,20.56189,-5,-1.299902,-1.887048,-7.145795,-6.55113,-5.247049,-5.58107
5.8,-23.58362,-5,-1.052348,-1.658274,20.71681,0.8693435,-5.38201,-5.519264
5.82,130.418,-5,-0.2302185,-1.087784,35.96872,-1.051328,-4.36981,-4.768828
5.84,-190.8188,-5,0.2259765,-0.6710055,26.31986,11.2177,-5.65193,-5.184774
5.86,24.90332,-5,0.7578849,-0.2226157,31.57178,-14.54272,-4.707209,-4.797617
5.88,-37.74866,-5,1.837935,0.1536074,43.40384,-13.42027,-4.639729,-4.514998
5.9,-83.58484,-5,2.152302,0.41752,12.67101,-20.13579,-4.639729,-4.432944
5.92,-86.54443,-5,1.745537,0.3179896,-25.02366,-27.87974,-4.639729,-4.534237
5.94,-223.2798,-5,0.9880337,-0.1893168,-40.64199,-31.12628,-5.58445,-5.281161
5.96,-66.59021,-5,0.1610453,-0.8502827,-43.13054,-44.19104,-5.314529,-5.537858
5.98,-27.4248,-5,-0.5844412,-1.528344,-38.13817,-34.48397,-5.314529,-5.675445
6,-1.680908,-5,-1.345984,-1.986783,-37.48168,-21.54214,-5.314529,-5.73211
6.02,14.8349,-5,-1.855521,-2.194529,-9.069461,-8.635795,-5.314529,-5.722368
6.04,155.9876,-5,-1.404719,-1.880854,27.11376,0.4133639,-4.43729,-5.047478
6.06,21.25549,-5,-0.6137874,-1.246415,35.72445,17.93032,-4.639729,-4.736767
6.08,-84.36273,-5,0.3046994,-0.4876327,49.66339,12.69802,-4.977129,-4.722577
6.1,66.05957,-5,1.3674,0.2367554,51.63285,-4.634782,-4.03241,-4.104406
6.12,-244.2228,-5,2.01359,0.5681674,33.00689,-3.586444,-5.314529,-4.624492
6.14,-188.7835,-5,2.242679,0.5934588,9.648103,-35.06208,-5.38201,-4.973527
6.16,-73.68652,-5,2.010437,0.1742248,-15.40534,-49.36499,-4.977129,-4.993011
6.18,-74.63879,-5,1.433764,-0.3838542,-34.15344,-45.32686,-4.977129,-5.08498
6.2,-7.477417,-5,0.3961866,-0.9461001,-55.64963,-39.21357,-4.707209,-5.065933
6.22,-155.84,-5,-0.7608448,-1.591327,-59.10001,-24.85551,-5.65193,-5.707682
6.24,178.7993,-5,-1.706967,-1.986449,-36.24504,-26.60827,-4.30233,-5.207564
6.26,39.01282,-5,-1.242664,-1.896413,34.24353,4.365895,-4.639729,-5.010227
6.28,-4.196472,-5,-0.6954873,-1.353612,16.77788,8.872343,-4.707209,-4.839077
6.3,-11.34772,-5,-0.6572808,-0.9595424,1.693902,7.425535,-4.707209,-4.781252
6.32,-65.4411,-5,-0.1336702,-0.6134914,36.22827,3.932319,-4.977129,-4.872661
6.34,-62.91956,-5,0.6506559,-0.2650247,38.10613,-6.45899,-4.977129,-4.846638
6.36,-70.8208,-5,1.046215,-0.08800042,18.50307,-14.40762,-4.977129,-4.839763
6.38,-73.07385,-5,1.090386,-0.09454441,-3.038924,-20.63184,-4.977129,-4.881874
6.4,-62.45636,-5,0.7227979,-0.3005084,-20.19923,-23.75915,-4.977129,-4.979072
6.42,0.5524292,-5,0.3011707,-0.5558035,-24.65725,-23.25128,-4.707209,-4.912
6.44,-3.790955,-5,-0.1524187,-0.7877778,-23.03893,-15.03576,-4.707209,-4.912313
6.46,1.870972,-5,-0.5145072,-0.916041,-13.51221,-8.819647,-4.707209,-4.918907
6.48,-229.1832,-5,-0.007785401,-0.9068501,26.54887,-6.319265,-5.989328,-5.590822
6.5,29.02277,-5,0.3785121,-0.8065493,18.54887,-28.90014,-4.977129,-5.239193
6.52,-35.31317,-5,0.5338757,-0.8374282,4.426728,-18.30728,-5.044609,-5.118212
6.54,-30.52679,-5,0.4768474,-0.7670788,-4.641977,-17.60056,-4.909649,-4.99709
6.56,-69.72461,-5,0.4521675,-0.7382956,0.8694746,-16.63329,-5.044609,-5.042845
6.58,-53.36072,-5,0.4964579,-0.7195169,1.144284,-20.08626,-4.977129,-5.029764
6.6,-51.66956,-5,0.3227734,-0.7950921,-7.145795,-20.13463,-4.977129,-5.05662
6.62,-46.80011,-5,0.1878113,-0.8802112,-7.863354,-19.54599,-4.977129,-5.081999
6.64,-55.5755,-5,0.143625,-0.9411634,-3.420603,-18.54397,-5.044609,-5.129129
6.66,-37.14874,-5,0.08706007,-0.9783239,-3.038924,-18.5507,-4.977129,-5.107685
6.68,-37.37488,-5,-0.03799922,-1.0209,-4.916787,-16.26842,-4.977129,-5.105221
6.7,-35.37396,-5,-0.1295322,-1.038137,-3.451137,-14.46748,-4.977129,-5.103646
6.72,-34.98535,-5,-0.1143246,-1.014044,-0.519839,-13.11651,-4.977129,-5.08918
6.74,-35.13892,-5,-0.1157928,-0.9766241,-0.5656406,-12.16804,-4.977129,-5.076057
6.76,-36.00354,-5,-0.07289381,-0.9249302,1.983979,-11.69052,-4.977129,-5.060647
6.78,-36.48315,-5,-0.05517551,-0.8791009,0.9763447,-11.51187,-4.977129,-5.050717
6.8,-36.8385,-5,-0.02394994,-0.8375289,1.525963,-11.53906,-4.977129,-5.042407
6.82,-47.94305,-5,-0.02796079,-0.8195827,-0.03128911,-11.59722,-5.044609,-5.080725
6.84,-42.91284,-5,0.01906753,-0.8028125,1.739704,-12.90963,-5.044609,-5.091822
6.86,-30.23279,-5,0.05662142,-0.7879655,2.060315,-13.36729,-4.977129,-5.052212
6.88,-47.24219,-5,0.0647526,-0.7818435,0.1519171,-12.44328,-5.044609,-5.074912
6.9,-32.60583,-5,0.07100971,-0.7684635,0.6557342,-13.54694,-4.977129,-5.045114
6.92,-36.7215,-5,0.07689314,-0.7634699,0.4114593,-12.81895,-4.977129,-5.032543
6.94,-26.2381,-5,0.05097682,-0.7530526,-0.8557167,-12.64242,-4.909649,-4.990336
6.96,-55.44751,-5,0.0711672,-0.7468085,0.7168028,-11.58698,-5.044609,-5.050011
6.98,-35.39526,-5,0.0698915,-0.7421538,-0.1992282,-13.80803,-4.977129,-5.038085
7,-37.5874,-5,0.09055915,-0.7496955,1.067948,-13.3201,-4.977129,-5.031062
7.02,-38.18188,-5,0.06110749,-0.7581035,-1.496938,-13.12225,-4.977129,-5.031441
7.04,-38.80688,-5,0.07856046,-0.7564678,1.32749,-13.11202,-4.977129,-5.028583
7.06,-50.72479,-5,0.07416374,-0.7653224,-0.5045714,-13.17988,-5.044609,-5.068902
7.08,-45.35242,-5,0.07066434,-0.781767,0.4725278,-14.41647,-5.044609,-5.087891
7.1,-31.11963,-5,0.04668012,-0.8042243,-0.6419765,-14.5854,-4.977129,-5.058253
7.12,-47.81757,-5,0.06184668,-0.8143638,0.7626044,-13.34002,-5.044609,-5.080669
7.14,-33.58191,-5,0.06596914,-0.8071957,0.2740546,-14.19428,-4.977129,-5.048919
7.16,-49.67719,-5,0.07103116,-0.8111956,-0.3671672,-13.36529,-5.044609,-5.075418
7.18,-35.01685,-5,0.08514021,-0.8028108,0.4419934,-14.46712,-4.977129,-5.045639
7.2,-38.94757,-5,0.07528653,-0.8055292,-0.7641136,-13.68332,-4.977129,-5.035003
7.22,-40.86719,-5,0.08495922,-0.7972888,0.8694746,-13.59803,-4.977129,-5.029159
7.24,-52.9549,-5,0.07564375,-0.8034306,-0.4282355,-13.73048,-5.044609,-5.069808
7.26,-36.25098,-5,0.08539703,-0.8076465,0.3503905,-15.0465,-4.977129,-5.047085
7.28,-28.00623,-5,0.07867517,-0.8107978,-0.4893047,-14.18345,-4.909649,-4.99723
7.3,-47.04462,-5,0.09234343,-0.7997491,0.4877952,-12.85665,-4.977129,-5.01277
7.32,-44.45404,-5,0.08250203,-0.7916706,-0.1686933,-13.87005,-4.977129,-5.022861
7.34,-55.00983,-5,0.1020771,-0.8014555,0.3351234,-14.36885,-5.044609,-5.067336
7.36,-37.40106,-5,0.08958343,-0.8182486,0.1366499,-15.6974,-4.977129,-5.049314
7.38,-40.61633,-5,0.0922106,-0.8341591,-0.4129688,-14.80897,-4.977129,-5.039885
7.4,-42.21826,-5,0.08113604,-0.8380831,-0.519839,-14.51334,-4.977129,-5.035799
7.42,-55.07776,-5,0.1016746,-0.8404325,0.2893218,-14.57674,-5.044609,-5.071894
7.44,-49.75977,-5,0.07912333,-0.8590363,0.1519171,-15.84157,-5.044609,-5.092511
7.46,-59.11853,-5,0.07968909,-0.8924756,-0.2908313,-16.16871,-5.112089,-5.141841
7.48,-29.62836,-5,0.05775015,-0.9155828,-1.008389,-17.20755,-4.977129,-5.083878
7.5,-38.97058,-5,0.07817044,-0.917956,0.6404669,-14.99038,-4.977129,-5.052117
7.52,-42.50348,-5,0.03494329,-0.9085606,-1.496938,-14.32736,-4.977129,-5.042583
7.54,-44.89508,-5,0.08956762,-0.8810586,3.052681,-14.43127,-4.977129,-5.031609
7.56,-34.48267,-5,0.09525772,-0.8581294,-0.596175,-14.73564,-4.909649,-4.988591
7.58,-51.6886,-5,0.09759866,-0.8483203,0.2435202,-13.91999,-4.977129,-5.012247
7.6,-48.48529,-5,0.1068419,-0.8414041,-0.04655629,-15.15018,-4.977129,-5.023932
7.62,-58.61438,-5,0.1135126,-0.8582707,0.6862684,-15.68723,-5.044609,-5.071135
7.64,-40.71613,-5,0.09633288,-0.8811022,-0.6877776,-16.98277,-4.977129,-5.054509
7.66,-43.94739,-5,0.1009736,-0.8996166,0.5793981,-16.05063,-4.977129,-5.044838
7.68,-45.16772,-5,0.07011361,-0.9100847,-1.878618,-15.66102,-4.977129,-5.042911
7.7,-46.01617,-5,0.08117709,-0.909397,1.098482,-15.56618,-4.977129,-5.039495
7.72,-46.58026,-5,0.08172286,-0.908523,-0.7030448,-15.59231,-4.977129,-5.038045
7.74,-46.61719,-5,0.07219441,-0.9117451,0.6251997,-15.63527,-4.977129,-5.039039
7.76,-46.38623,-5,0.06322441,-0.9170698,-0.4282355,-15.63777,-4.977129,-5.040443
7.78,-46.44885,-5,0.06750789,-0.91921,0.4877952,-15.6313,-4.977129,-5.039835
7.8,-46.29102,-5,0.05399157,-0.9244269,-0.1534266,-15.58826,-4.977129,-5.040967
7.82,-46.53003,-5,0.0648265,-0.9240543,0.1977187,-15.58114,-4.977129,-5.039281
7.84,-46.63617,-5,0.0580494,-0.9259925,-0.04655629,-15.57829,-4.977129,-5.039315
7.86,-46.77283,-5,0.06059795,-0.9267011,0.3351234,-15.59636,-4.977129,-5.038745
7.88,-46.80536,-5,0.0561964,-0.9289132,-0.2144953,-15.60783,-4.977129,-5.038941
7.9,-46.93506,-5,0.05890135,-0.9299073,0.1519171,-15.62852,-4.977129,-5.038404
7.92,-47.05121,-5,0.05747938,-0.9315327,0.02977964,-15.6512,-4.977129,-5.038246
7.94,-47.19965,-5,0.05878295,-0.932823,0.1061156,-15.68313,-4.977129,-5.037892
7.96,-47.54364,-5,0.06662034,-0.9323031,0.1061156,-15.74671,-4.977129,-5.036709
7.98,-47.83771,-5,0.06807579,-0.9331123,0.09084838,-15.82954,-4.977129,-5.036378
8,-59.53656,-5,0.06628126,-0.9438344,-0.01602192,-15.93437,-5.044609,-5.077477
8.02,-88.71796,5,0.06671248,-0.9528421,0.04504682,-17.16165,-4.977129,-5.055513
8.04,-107.2498,5,0.06415443,-1.022417,-0.3519,-20.98609,-5.044609,-5.086852
8.06,-96.34863,5,0.02554886,-1.153173,-2.84045,-25.28302,-4.977129,-5.063287
8.08,-103.5035,5,-0.1326327,-1.349262,-8.428238,-26.54879,-4.977129,-5.065112
8.1,-105.5712,5,-0.4031954,-1.587767,-15.51221,-27.25694,-4.977129,-5.084068
8.12,-101.9849,5,-0.8138313,-1.877216,-23.1916,-26.6025,-4.977129,-5.119195
8.14,-93.65094,5,-1.319993,-2.19746,-27.1,-24.14357,-4.977129,-5.15989
8.16,-83.42218,5,-1.834692,-2.505617,-24.1687,-19.97136,-4.977129,-5.189671
8.18,-83.15826,5,-1.941987,-2.664618,1.510696,-15.84527,-4.977129,-5.152955
8.2,68.50949,5,-1.871439,-2.5799,2.243521,-13.00285,-4.03241,-4.509831
8.22,-240.6938,5,-1.803274,-2.516796,4.441995,3.441024,-5.314529,-4.956085
8.24,-11.40936,5,-1.518265,-2.287168,9.861844,-17.51992,-4.30233,-4.508564
8.26,-312.4922,5,-1.136314,-2.333082,23.19009,-10.04557,-5.65193,-5.087031
8.28,-73.75375,5,-0.7872807,-2.285843,14.21299,-36.36945,-4.639729,-4.712123
8.3,-119.1851,5,-0.8790529,-2.491307,-5.985489,-29.3972,-4.572248,-4.54243
8.32,-173.6877,5,-1.057787,-2.652194,-13.71068,-28.93351,-4.707209,-4.570438
8.34,-145.3712,5,-1.514644,-2.921219,-22.87099,-32.61399,-4.572248,-4.562455
8.36,-166.3377,5,-2.085353,-3.310938,-29.84809,-30.37123,-4.707209,-4.692857
8.38,-144.0453,5,-2.717264,-3.724243,-32.73359,-28.91946,-4.707209,-4.785514
8.4,-176.3208,5,-3.166712,-4.106146,-21.51221,-24.32399,-4.977129,-4.981778
8.42,-166.8494,5,-3.249772,-4.337181,-4.565641,-24.31607,-5.044609,-5.052232
8.44,11.37858,5,-3.269972,-4.364971,-2.94732,-22.93213,-4.03241,-4.425309
8.46,-73.52074,5,-3.409641,-4.279308,-8.977857,-3.591795,-4.03241,-4.122404
8.48,-158.7037,5,-3.430621,-4.064642,2.961078,0.5522017,-4.30233,-4.128259
8.5,-213.989,5,-2.823257,-3.804602,28.60994,-7.473307,-4.572248,-4.21787
8.52,-290.1111,5,-2.406761,-3.748714,19.67864,-19.96609,-5.044609,-4.520194
8.54,-68.45995,5,-2.390045,-3.83295,-0.0007547362,-35.60667,-3.96493,-4.037436
8.56,10.98199,5,-2.605923,-3.922289,-20.55038,-22.5885,-3.08769,-3.326496
8.58,-292.9409,5,-3.470021,-4.152858,-48.55039,-3.617608,-4.36981,-3.876321
8.6,-27.24734,5,-4.326431,-4.379431,-28.29084,-18.51343,-3.357609,-3.596054
8.62,6.672699,5,-3.230336,-4.15568,41.20537,-5.022695,-2.75029,-2.903499
8.64,-155.9624,5,-2.782326,-3.738416,19.17482,5.606606,-3.08769,-2.735417
8.66,-235.672,5,-2.606573,-3.461344,8.96108,-4.557212,-3.425089,-2.892674
8.68,-114.9714,5,-1.889784,-3.230577,43.64811,-21.53199,-2.75029,-2.52206
8.7,-298.5414,5,-1.37923,-3.204098,15.25116,-22.62668,-3.425089,-2.755776
8.72,-78.96252,5,-1.863764,-3.381905,-28.0771,-39.94252,-2.345409,-2.334523
8.74,-203.2756,5,-2.528815,-3.832699,-39.77176,-27.21105,-2.75029,-2.490592
8.76,-4.153503,5,-3.305155,-4.144258,-42.94733,-28.43037,-1.738089,-2.019984
8.78,-114.1481,5,-4.181664,-4.498724,-25.71069,-6.338511,-2.075489,-2.070914
8.8,1.341614,5,-4.107609,-4.391833,5.98398,-2.869282,-1.40069,-1.603426
8.82,-184.4974,5,-3.707056,-4.15921,26.50307,9.472394,-2.075489,-1.714483
8.84,-80.08374,5,-2.86828,-3.681339,39.51071,-3.757123,-1.46817,-1.299696
8.86,-30.22485,5,-2.257079,-3.258175,30.3962,-3.798806,-0.7933693,-0.6836591
8.88,-230.9489,5,-1.672028,-2.895136,21.78551,-1.072597,-1.40069,-0.761237
8.9,-277.7006,5,-1.656258,-2.843103,-1.771747,-19.78328,-1.738089,-1.081445
8.92,-128.5442,5,-1.968096,-3.144639,-18.42824,-35.63823,-1.13077,-0.9608435
8.94,-200.7834,5,-2.645956,-3.693748,-33.87862,-28.96643,-1.46817,-1.198816
8.96,-46.60168,5,-3.542639,-4.180281,-45.71069,-28.63583,-0.7933693,-0.9709919
8.98,-186.3189,5,-4.315674,-4.661931,-22.70305,-10.52593,-1.46817,-1.301425
9,-33.15643,5,-4.308076,-4.726867,4.426728,-12.45365,-0.7933693,-0.9586488
9.02,-37.98199,5,-3.687323,-4.467771,21.86185,-0.2436681,-0.4559698,-0.4732198
9.04,23.90674,5,-3.541,-4.020708,11.49543,7.091859,0.2863102,0.2088072
9.06,-27.65576,5,-3.018783,-3.427433,34.62521,16.49878,0.5562305,0.7161258
9.08,-220.0084,5,-2.284322,-2.854409,41.93819,14.74571,-0.1185694,0.5728803
9.1,-175.0404,5,-1.091041,-2.320452,63.73973,-9.796431,0.15135,0.7310877
9.12,-150.514,5,-0.103524,-2.00929,39.83132,-24.7315,0.5562305,1.054004
9.14,-89.53918,5,0.001271904,-1.944725,-2.657244,-32.35303,1.23103,1.503103
9.16,-259.3601,5,-0.8046555,-2.31301,-47.35955,-28.89223,0.5562305,1.112552
9.18,-75.36572,5,-2.049045,-2.911028,-64.56567,-39.37727,1.23103,1.162292
9.2,28.36584,5,-2.541161,-3.360255,4.106117,-25.86659,1.90583,1.57996
9.22,17.73169,5,-2.560668,-3.349209,-10.45877,-6.336703,2.243231,2.039625
9.24,84.99304,5,-3.125689,-3.158597,5.434361,7.633029,2.918031,2.608541
9.26,53.30408,5,-2.368498,-2.541467,44.38094,21.22371,3.25543,3.185476
9.28,33.18677,5,-1.804997,-1.796846,39.86185,25.23358,3.592831,3.682828
9.3,-2.605957,5,-0.1403551,-0.7993042,76.39622,20.34468,3.93023,4.247686
9.32,25.32117,5,0.8973147,0.06878039,46.28934,10.20624,4.60503,4.899229
9.34,-173.3921,5,1.470668,0.5412745,24.15192,4.090966,3.99771,4.743259
9.36,-233.2537,5,1.492995,0.5197866,-0.4893047,-20.33812,3.525351,4.252847
9.38,8.767822,5,1.465568,0.2116686,-4.977856,-42.09737,4.60503,4.589037
9.4,-29.12268,5,0.8422136,-0.3016974,-37.86336,-30.01358,4.67251,4.670024
9.42,-41.46606,5,-0.3173876,-0.8331462,-60.07711,-22.05617,4.60503,4.534248
9.44,-96.87402,5,-0.6459933,-1.204361,10.85421,-17.12226,4.20015,4.239203
9.46,-55.50293,5,-0.5136582,-1.361063,2.121383,-19.88942,4.267631,4.210622
9.48,120.4473,5,-0.6100237,-1.374471,-2.122893,-16.84309,5.27983,4.817331
9.5,-188.1534,5,-0.8848833,-1.447137,-17.86336,3.341764,3.93023,4.262813
9.52,71.89514,5,-1.22864,-1.408319,-9.66488,-12.91751,4.94243,4.592156
9.54,18.02246,5,-0.7587632,-1.278214,24.54887,1.037443,4.94243,4.821444
9.56,-5.495728,5,-0.9100714,-1.083625,-13.97022,5.330359,4.94243,4.909905
9.58,-76.70496,5,-1.051072,-0.9998568,15.5107,6.145905,4.53755,4.681009
9.6,-51.58618,5,-0.1427847,-0.7221607,32.33513,-3.525506,4.60503,4.735333
9.62,-60.34229,5,0.09013769,-0.6054998,6.930545,-8.164582,4.60503,4.751662
9.64,-70.06982,5,-0.08502272,-0.6690072,-12.53511,-11.56398,4.53755,4.661769
9.66,-40.19556,5,-0.4613776,-0.8645465,-16.64198,-13.50809,4.60503,4.602901
9.68,136.8025,5,-0.481782,-0.8793477,-5.619077,-11.34151,5.61723,5.199922
9.7,-112.5237,5,-0.7785217,-0.9316005,-14.18397,8.565995,4.60503,4.838391
9.72,99.76868,5,-0.741062,-0.744966,1.373291,-3.2181,5.54975,5.261548
9.74,35.59253,5,-0.2943086,-0.5075646,24.54887,8.93816,5.54975,5.506938
9.76,9.724609,5,-0.3836318,-0.2646204,-10.18396,10.7896,5.54975,5.587638
9.78,2.739624,5,-0.2807771,-0.07508985,13.72444,9.072615,5.54975,5.613651
9.8,-245.8522,5,0.4656825,0.06276196,30.15193,4.213168,4.20015,4.887699
9.82,-128.3717,5,0.7369932,-0.01730928,9.587034,-24.95899,4.335111,4.626975
9.84,-125.774,5,0.8461224,-0.3841875,1.983979,-32.81499,4.20015,4.406285
9.86,140.5054,5,0.5289627,-0.6600529,-26.36718,-36.20783,5.61723,5.115916
9.88,53.599,5,-0.3773551,-0.9493616,-49.05421,-8.569772,5.61723,5.338286
9.9,-146.8538,5,-1.202638,-1.165033,-35.17634,3.274899,4.53755,4.728286
9.92,125.1272,5,-1.272203,-1.156384,7.373293,-8.448096,5.61723,5.140411
9.94,-4.322998,5,-0.5157179,-0.9298605,31.48017,8.617517,5.27983,5.259605
9.96,-16.25769,5,-0.4132864,-0.6166787,-2.550374,6.48386,5.27983,5.321001
9.98,-66.52136,5,-0.7081907,-0.575798,4.609933,4.775427,4.94243,5.078958
10,-61.78149,5,0.1043177,-0.387448,30.38093,-4.177566,4.87495,5.032236
10.02,141.3943,5,0.2034018,-0.2327788,3.358025,-9.517935,6.02211,5.684135
10.04,41.16479,5,0.1813288,-0.08379394,-4.245031,7.487772,5.95463,5.913588
10.06,4.381348,5,0.03584079,0.1176731,-11.54274,9.050201,5.887151,5.939014
10.08,-3.070923,5,0.4051058,0.341268,23.67864,5.131413,5.887151,5.973967
10.1,-19.05798,5,1.017982,0.5867832,29.93819,-0.2833169,5.887151,6.034407
10.12,-31.94275,5,1.285124,0.7156882,12.13665,-6.398141,5.887151,6.044087
10.14,-22.96838,5,1.277024,0.6941005,0.5793981,-11.71621,5.95463,6.039704
10.16,-13.9502,5,1.218504,0.5931157,-2.84045,-14.13495,6.02211,6.041456
10.18,-39.09265,5,1.05844,0.4329326,-7.680146,-14.36563,5.887151,5.926376
10.2,-13.30054,5,0.8852037,0.264812,-9.451139,-16.47055,5.95463,5.890655
10.22,-0.6853027,5,0.8240483,0.1368919,-2.932054,-15.04415,6.02211,5.914158
10.24,-31.23499,5,0.8303298,0.06875421,0.8542075,-12.9182,5.887151,5.85219
10.26,-14.62134,5,0.87723,0.05164962,2.793139,-14.74291,5.95463,5.871451
10.28,-18.33057,5,0.8644174,0.02183528,-1.283198,-14.23571,5.95463,5.873401
10.3,-20.49097,5,0.8823581,0.01024503,1.342757,-14.34468,5.95463,5.873297
10.32,-263.9509,5,0.8704883,-0.1718578,-0.3366328,-15.13045,4.53755,5.013745
10.34,94.05371,5,0.834318,-0.318098,-1.130526,-39.56743,5.95463,5.47025
10.36,32.9635,5,0.5182168,-0.5754743,-23.34427,-18.51156,5.95463,5.648599
10.38,21.375,5,-0.2231936,-0.6949835,-25.64962,-8.288469,5.95463,5.671425
10.4,-64.27234,5,0.3559803,-0.5124642,31.29696,-4.796739,5.54975,5.551232
10.42,-39.26575,5,0.7270938,-0.2975918,16.97635,-12.34282,5.61723,5.577166
10.44,-43.88428,5,0.9496086,-0.1888251,5.739706,-15.54355,5.61723,5.589149
10.46,-37.91626,5,0.6900992,-0.2440917,-16.19923,-17.24831,5.61723,5.537541
10.48,-40.66589,5,0.5615306,-0.3412414,-3.130527,-17.36269,5.54975,5.456611
10.5,-18.6405,5,0.5139289,-0.4090081,-6.3061,-17.52817,5.61723,5.465004
10.52,-29.04211,5,0.3761891,-0.4813771,-4.626711,-14.97021,5.54975,5.421485
10.54,-11.33276,5,0.3474252,-0.4952146,-0.5809073,-14.20175,5.61723,5.452585
10.56,-15.43665,5,0.3713107,-0.4698965,0.1824515,-11.97786,5.61723,5.479406
10.58,-17.09473,5,0.3555668,-0.4273991,0.8694746,-10.86012,5.61723,5.493942
10.6,-18.62817,5,0.4208304,-0.3650581,2.915277,-10.49811,5.61723,5.510602
10.62,-31.05212,5,0.4540142,-0.3183455,1.953444,-10.5403,5.54975,5.479507
10.64,-14.80872,5,0.508139,-0.2737888,3.159552,-11.97061,5.61723,5.50983
10.66,-6.085327,5,0.5072559,-0.2448471,-0.1992282,-11.24072,5.684711,5.560505
10.68,-35.65466,5,0.5252602,-0.2201014,1.419093,-9.985856,5.54975,5.503223
10.7,-27.58984,5,0.5593442,-0.1982477,1.800773,-12.25166,5.54975,5.479001
10.72,-13.21765,5,0.6055018,-0.1884928,0.4114593,-13.05989,5.61723,5.511097
10.74,-17.08899,5,0.5859849,-0.1886241,0.4877952,-12.07694,5.61723,5.520926
10.76,-29.80225,5,0.5796033,-0.1874627,-0.2144953,-11.82223,5.54975,5.483321
10.78,-24.71204,5,0.5912831,-0.1886452,0.1213828,-12.9743,5.54975,5.46673
10.8,-22.69482,5,0.6023606,-0.1980515,0.1366499,-13.2567,5.54975,5.459672
10.82,-10.33044,5,0.5992368,-0.1991452,0.2587874,-13.20364,5.61723,5.496626
10.84,-26.99915,5,0.5977409,-0.1982609,0.1061156,-11.94102,5.54975,5.472668
10.86,-11.8606,5,0.593981,-0.1851164,0.4419934,-12.75052,5.61723,5.501351
10.88,-15.6084,5,0.6020573,-0.1741281,0.1671843,-11.78179,5.61723,5.514273
10.9,-28.41211,5,0.5976247,-0.1651954,0.6710012,-11.52881,5.54975,5.478141
10.92,-11.95361,5,0.6201813,-0.1503792,1.098482,-12.70147,5.61723,5.503976
10.94,-15.06226,5,0.6183186,-0.145208,-0.3519,-11.80553,5.61723,5.513893
10.96,-27.73767,5,0.6193366,-0.1389706,0.6404669,-11.55491,5.54975,5.477527
10.98,-22.42725,5,0.6227896,-0.1390627,0.3961921,-12.67704,5.54975,5.460353
11,-8.235596,5,0.6176128,-0.1434236,-0.107625,-12.83602,5.61723,5.492013
11.02,-12.54089,5,0.6152892,-0.1379988,0.1671843,-11.49954,5.61723,5.507204
11.04,-25.67126,5,0.6089423,-0.1282172,0.2435202,-11.05348,5.54975,5.473134
11.06,-9.724365,5,0.6444234,-0.106668,1.510696,-12.17487,5.61723,5.502093
11.08,-12.82935,5,0.6325101,-0.0996592,-0.4282355,-11.2621,5.61723,5.511682
11.1,-25.31348,5,0.6320167,-0.09224114,0.4725278,-10.99413,5.54975,5.475063
11.12,-8.118408,5,0.6279864,-0.08510226,0.04504682,-12.0341,5.61723,5.497762
11.14,-11.14148,5,0.638422,-0.07850911,0.1519171,-11.01694,5.61723,5.509452
11.16,-23.67297,5,0.6286577,-0.07234456,0.2893218,-10.64026,5.54975,5.473135
11.18,-6.622437,5,0.6296411,-0.06298432,-0.07709067,-11.62988,5.61723,5.497065
11.2,-9.612671,5,0.6353804,-0.05560555,0.2740546,-10.57774,5.61723,5.508754
11.22,-10.67261,5,0.6319876,-0.03859845,0.1977187,-10.17052,5.61723,5.514074
11.24,-22.43896,5,0.6408361,-0.02735509,0.1213828,-10.05928,5.54975,5.476418
11.26,-5.318848,5,0.6511005,-0.01534821,0.6099325,-11.17792,5.61723,5.500324
11.28,-8.633179,5,0.6702448,-0.004526392,0.5641309,-10.24973,5.61723,5.513058
11.3,-9.755615,5,0.6625643,0.01115966,0.2435202,-9.94334,5.61723,5.51725
11.32,-22.09851,5,0.6958196,0.0265649,1.92291,-9.988675,5.54975,5.481658
11.34,-6.139648,5,0.7373188,0.04654211,1.739704,-11.37652,5.61723,5.50894
11.36,1.908081,5,0.7411458,0.06049995,-0.3060985,-10.66864,5.684711,5.559089
11.38,-16.30859,5,0.7412775,0.07686975,0.304589,-9.415243,5.61723,5.539301
11.4,-12.82959,5,0.732761,0.08917318,0.02977964,-10.39538,5.61723,5.526585
11.42,-11.03577,5,0.7486556,0.09107109,0.7931387,-10.74149,5.61723,5.520758
11.44,1.818481,5,0.7340922,0.09322984,0.06031401,-10.71243,5.684711,5.555986
