Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado
105.74,-6.93811,5,1.222965,0.01385903,34.50307,-20.3376,5.887151,5.950996
105.76,-49.35388,5,1.100957,-0.04129884,-11.66488,-18.05923,5.887151,6.010922
105.78,-31.95288,5,0.2615573,-0.3168823,-40.70306,-18.02484,5.95463,5.935802
105.8,-90.20435,5,0.3787935,-0.4870122,14.65574,-16.79559,5.61723,5.726683
105.82,-65.00952,5,0.3109379,-0.6418468,-3.81755,-21.65317,5.61723,5.629794
105.84,-56.83362,5,0.3133659,-0.7902049,-0.5809073,-22.34216,5.61723,5.591035
105.86,-119.8011,5,0.07274897,-1.004471,-18.56565,-21.32745,5.21235,5.305263
105.88,-62.54895,5,-0.3830604,-1.287874,-16.22977,-25.44976,5.27983,5.173282
105.9,-58.83545,5,-0.4852336,-1.510668,-5.130528,-22.06771,5.21235,5.095645
105.92,-26.31104,5,-1.040677,-1.739913,-24.19924,-17.54676,5.27983,5.066422
105.94,-21.46008,5,-1.142359,-1.812732,0.5641309,-10.91143,5.27983,5.089359
105.96,-20.61865,5,-1.210671,-1.76923,-1.756481,-5.777762,5.27983,5.128959
105.98,134.5426,5,-0.958771,-1.477564,13.58704,-2.766507,6.22455,5.771699
106,61.71008,5,-0.7591751,-1.069722,8.716805,14.25965,6.29203,6.129171
106.02,16.43921,5,-0.4204234,-0.5332845,20.41146,17.032,6.29203,6.313479
106.04,-28.18848,5,0.4659605,0.04818885,46.76262,11.30359,6.22455,6.421247
106.06,-40.31628,5,1.292587,0.5290492,38.2588,0.2533951,6.29203,6.537515
106.08,-229.9288,5,1.53834,0.6002108,7.327492,-9.498587,5.27983,5.919992
106.1,-132.4338,5,1.356506,0.3121598,-9.161062,-34.46796,5.34731,5.589573
106.12,-44.81421,5,1.017138,-0.2178334,-18.87099,-39.90839,5.61723,5.538994
106.14,22.72388,5,0.2260073,-0.7509121,-45.29848,-31.9136,5.95463,5.646155
106.16,22.24536,5,-0.8658439,-1.225706,-52.32138,-16.15301,5.95463,5.614371
106.18,32.41406,5,-0.885211,-1.287294,6.228255,-5.691066,6.02211,5.722311
106.2,-45.4115,5,-0.5399839,-1.103163,21.06796,0.9831793,5.684711,5.659274
106.22,-41.23206,5,-0.04889232,-0.8076674,28.442,-4.091585,5.684711,5.695734
106.24,-130.8641,5,0.4012548,-0.6191711,23.49544,-8.697762,5.21235,5.456779
106.26,86.62463,5,0.5469145,-0.4675566,-0.3366328,-20.87234,6.29203,5.979503
106.28,21.83325,5,0.2812968,-0.462059,-14.67251,-6.074112,6.29203,6.156167
106.3,5.962891,5,-0.05364448,-0.3957852,-26.48932,-1.721133,6.29203,6.192009
106.32,-3.185181,5,0.2572418,-0.214003,19.31223,-1.4827,6.29203,6.249883
106.34,-21.4176,5,0.8643341,0.06538729,26.91529,-4.29201,6.29203,6.337833
106.36,-46.37793,5,1.102256,0.2393595,13.80078,-8.821959,6.22455,6.3241
106.38,-34.78638,5,1.232782,0.3028629,6.762606,-14.76288,6.29203,6.332224
106.4,-81.57166,5,1.146153,0.2044812,-2.764114,-17.3438,6.02211,6.130261
106.42,-17.17053,5,0.8908696,0.02025218,-11.92442,-22.84954,6.22455,6.114776
106.44,-14.88745,5,0.6569408,-0.1908663,-9.710681,-19.20742,6.22455,6.085906
106.46,-9.716431,5,0.4105943,-0.3382804,-18.64198,-15.7487,6.22455,6.062774
106.48,-3.845337,5,0.2146351,-0.4283409,-4.046557,-12.27437,6.22455,6.050017
106.5,4.246704,5,0.420827,-0.3607899,8.930546,-10.04744,6.29203,6.133264
106.52,-17.13513,5,0.4633563,-0.2743292,3.205353,-7.916517,6.22455,6.137832
106.54,-17.54785,5,0.5789182,-0.1712417,6.838942,-9.045063,6.22455,6.149323
106.56,-16.89929,5,0.6090732,-0.1120959,1.831307,-9.920891,6.22455,6.147935
106.58,-3.102539,5,0.6008406,-0.0791036,-0.3671672,-10.37074,6.29203,6.179697
106.6,-18.4458,5,0.6272108,-0.053149,0.2435202,-9.381788,6.22455,6.153977
106.62,-14.77881,5,0.6682392,-0.02119872,2.793139,-10.40903,6.22455,6.144865
106.64,-2.320679,5,0.7254643,0.01256497,1.999246,-10.87873,6.29203,6.184381
106.66,-7.06189,5,0.7319006,0.03883316,0.4419934,-9.949375,6.29203,6.198284
106.68,-20.42383,5,0.7605562,0.06556298,1.953444,-9.932768,6.22455,6.163544
106.7,7.039917,5,0.8128065,0.1040847,2.487796,-11.39179,6.35951,6.230575
106.72,-12.88318,5,0.8106313,0.120034,-0.4893047,-9.597784,6.29203,6.214242
106.74,-22.95142,5,0.8642358,0.1478284,3.052681,-10.62831,6.22455,6.169212
106.76,-5.606323,5,0.9091012,0.1645516,0.8542075,-12.44716,6.29203,6.188544
106.78,-7.495728,5,0.8847576,0.1558966,-0.09235785,-11.81334,6.29203,6.188619
106.8,-19.11853,5,0.8798162,0.1490603,0.4267263,-11.59326,6.22455,6.145704
106.82,-1.934814,5,0.8928459,0.1518812,0.4877952,-12.63671,6.29203,6.166951
106.84,-15.81482,5,0.874162,0.1396712,-0.2755641,-11.54998,6.22455,6.131901
106.86,0.3890381,5,0.8833534,0.148714,0.8694746,-12.23582,6.29203,6.157892
106.88,-2.484009,5,0.8734453,0.1554627,-0.1686933,-11.01476,6.29203,6.167368
106.9,-14.93274,5,0.8801712,0.1700579,0.8847416,-10.54162,6.22455,6.131637
106.92,-9.976929,5,0.9132298,0.1877273,1.754971,-11.59049,6.22455,6.11797
106.94,4.302002,5,0.9094494,0.1964692,-0.6114421,-11.73804,6.29203,6.149277
106.96,0.5021973,5,0.9099309,0.212065,0.3961921,-10.39095,6.29203,6.162906
106.98,-11.95471,5,0.9045858,0.230076,0.6557342,-9.886358,6.22455,6.127035
107,5.501953,5,0.9086398,0.2506338,0.3351234,-10.79035,6.29203,6.150403
107.02,2.829468,5,0.9265782,0.2710388,0.1671843,-9.677811,6.29203,6.162382
107.04,-10.11414,5,0.956762,0.2996421,2.335124,-9.333743,6.22455,6.130177
107.06,-6.463013,5,1.03528,0.3363714,3.785506,-10.67136,6.22455,6.122391
107.08,-3.466919,5,0.998128,0.3343375,-0.8099151,-11.05406,6.22455,6.108234
107.1,10.67407,5,0.9835349,0.3354456,-0.2144953,-10.92462,6.29203,6.139506
107.12,-4.773804,5,0.9832602,0.3420582,-0.06182348,-9.431143,6.22455,6.113879
107.14,-0.005493164,5,0.9635265,0.3522131,0.304589,-9.930655,6.22455,6.099799
107.16,2.097046,5,0.9918802,0.3655717,0.6557342,-9.866376,6.22455,6.097139
107.18,15.12451,5,0.9814221,0.383565,0.2129859,-9.543646,6.29203,6.134861
107.2,-0.7196045,5,0.9843096,0.4039762,-0.2755641,-8.043283,6.22455,6.111862
107.22,3.623413,5,0.9861593,0.4289749,0.9458106,-8.649253,6.22455,6.101117
107.24,27.86621,5,1.051251,0.4759308,3.129017,-8.771144,6.35951,6.184632
107.26,-5.06665,5,1.041319,0.5043987,-0.09235785,-6.414912,6.22455,6.136861
107.28,13.91479,5,1.06328,0.5469393,1.739704,-8.223955,6.29203,6.155891
107.3,-2.040405,5,1.192317,0.5922191,5.312224,-7.955838,6.22455,6.136441
107.32,14.95178,5,1.127435,0.6031239,-0.3977011,-9.13959,6.29203,6.152515
107.34,0.5219727,5,1.174359,0.6125557,0.2893218,-8.384904,6.22455,6.12275
107.36,16.68054,5,1.173364,0.6270715,1.144284,-9.310424,6.29203,6.147285
107.38,2.298706,5,1.172355,0.6282577,-0.2755641,-8.307622,6.22455,6.115318
107.4,6.880249,5,1.181323,0.636281,0.3503905,-9.122848,6.22455,6.100913
107.42,8.95105,5,1.197725,0.639487,0.3656577,-9.248474,6.22455,6.094827
107.44,10.36365,5,1.188244,0.6399965,-0.07709067,-9.085852,6.22455,6.089734
107.46,23.52283,5,1.167271,0.6473761,-0.07709067,-8.734557,6.29203,6.125104
107.48,19.35474,5,1.164815,0.6678023,0.09084838,-7.160213,6.29203,6.141561
107.5,18.10388,5,1.169119,0.702776,0.2587874,-6.548634,6.29203,6.14948
107.52,5.641479,5,1.222183,0.7414516,3.373292,-6.466675,6.22455,6.117447
107.54,8.445801,5,1.343586,0.793059,5.296957,-8.073418,6.22455,6.114234
107.56,20.6817,5,1.380274,0.8235685,1.602299,-8.945692,6.29203,6.149561
107.58,16.40234,5,1.376775,0.8384337,-0.519839,-8.27362,6.29203,6.158352
107.6,15.58435,5,1.374964,0.8536932,0.1213828,-8.254247,6.29203,6.157768
107.62,15.62701,5,1.39577,0.8694618,1.983979,-8.391161,6.29203,6.156498
107.64,16.12512,5,1.402374,0.880118,0.09084838,-8.496099,6.29203,6.153139
107.66,28.7572,5,1.394782,0.8925536,-0.0007547362,-8.460334,6.35951,6.188413
107.68,13.17212,5,1.382622,0.9000908,-0.3671672,-7.141543,6.29203,6.160641
107.7,6.134094,5,1.381921,0.905367,-0.07709067,-7.86062,6.22455,6.106353
107.72,13.13434,5,1.426168,0.9079386,3.129017,-9.187799,6.22455,6.086147
107.74,15.0752,5,1.470287,0.9097813,0.5488637,-9.502223,6.22455,6.081031
107.76,27.52216,5,1.465767,0.9152546,0.7473372,-9.471377,6.29203,6.116501
107.78,11.5907,5,1.453227,0.9175587,-0.2602969,-8.175381,6.22455,6.08875
107.8,27.06433,5,1.465721,0.9379406,-0.03128911,-8.940773,6.29203,6.117207
107.82,11.34027,5,1.504103,0.9554288,1.953444,-8.034523,6.22455,6.092074
107.84,27.80713,5,1.473446,0.9679621,-1.145793,-8.889657,6.29203,6.114124
107.86,24.93408,5,1.492074,0.982886,0.09084838,-7.849417,6.29203,6.125128
107.88,24.48358,5,1.479471,1.002608,-0.1228922,-7.404673,6.29203,6.127391
107.9,13.60687,5,1.479561,1.014978,0.3656577,-7.174572,6.22455,6.086511
107.92,30.32312,5,1.534535,1.04333,2.777872,-8.273347,6.29203,6.11464
107.94,27.28058,5,1.538614,1.060742,-0.07709067,-7.31918,6.29203,6.125053
107.96,15.0058,5,1.541032,1.076821,-0.2908313,-7.024618,6.22455,6.087623
107.98,20.38202,5,1.566471,1.090858,1.32749,-8.14818,6.22455,6.071696
108,34.81897,5,1.564953,1.097187,-0.2755641,-8.31056,6.29203,6.102598
108.02,30.79486,5,1.57323,1.113221,0.02977964,-6.984218,6.29203,6.11729
108.04,16.73749,5,1.623212,1.145975,2.350391,-6.704554,6.22455,6.08865
108.06,20.38776,5,1.67805,1.176395,1.571765,-8.118658,6.22455,6.077962
108.08,22.6189,5,1.677505,1.179088,-0.3060985,-8.677465,6.22455,6.067082
108.1,35.9422,5,1.672105,1.181849,-0.107625,-8.774962,6.29203,6.099295
108.12,32.15204,5,1.653573,1.187778,-0.4129688,-7.429257,6.29203,6.110481
108.14,30.30804,5,1.685867,1.217613,1.43436,-7.028847,6.29203,6.119288
108.16,17.54657,5,1.726143,1.244974,2.121383,-7.106788,6.22455,6.0845
108.18,22.81409,5,1.74272,1.25738,1.22062,-8.496868,6.22455,6.065978
108.2,37.81158,5,1.724339,1.253726,-0.9778546,-8.790653,6.29203,6.09227
108.22,33.5036,5,1.75572,1.268144,0.2282531,-7.574324,6.29203,6.108092
108.24,19.62433,5,1.783236,1.29136,1.541231,-7.321698,6.22455,6.076278
108.26,23.448,5,1.83611,1.314752,2.930544,-8.730364,6.22455,6.064219
108.28,24.98114,5,1.861241,1.320051,-0.2908313,-9.356388,6.22455,6.056384
108.3,37.53131,5,1.865015,1.324896,0.2435202,-9.601624,6.29203,6.08996
108.32,33.35388,5,1.847886,1.329201,-0.3060985,-8.438257,6.29203,6.100361
108.34,31.78284,5,1.864105,1.350155,0.7778715,-8.144762,6.29203,6.105579
108.36,30.10535,5,1.929879,1.38523,2.564131,-8.328678,6.29203,6.113101
108.38,30.16095,5,1.919196,1.400839,0.1366499,-8.58,6.29203,6.109099
108.4,30.93396,5,1.929765,1.410908,0.5641309,-8.772568,6.29203,6.104715
108.42,20.18365,5,1.936665,1.409998,0.7626044,-8.866769,6.22455,6.060215
108.44,26.77283,5,1.925906,1.398394,0.3961921,-9.973536,6.22455,6.036596
108.46,41.57831,5,1.9234,1.389195,0.1061156,-10.00149,6.29203,6.065918
108.48,37.41278,5,1.927338,1.3961,0.4419934,-8.53648,6.29203,6.080764
108.5,35.93732,5,1.924551,1.418144,0.7320697,-7.976603,6.29203,6.086889
108.52,23.06635,5,1.981121,1.447932,3.327491,-7.966762,6.22455,6.054436
108.54,27.41711,5,2.025018,1.470564,1.419093,-9.402357,6.22455,6.04078
108.56,29.84949,5,2.025638,1.468936,0.2129859,-9.908965,6.22455,6.029644
108.58,54.81866,5,2.014086,1.476071,0.4572606,-9.90597,6.35951,6.102258
108.6,22.07031,5,2.009556,1.482579,-0.01602192,-7.416955,6.22455,6.052863
108.62,41.01416,5,2.011636,1.507058,0.9610775,-9.056107,6.29203,6.070128
108.64,37.77661,5,2.081821,1.534629,3.067949,-8.457296,6.29203,6.084397
108.66,26.07043,5,2.04043,1.539186,0.2129859,-8.270102,6.22455,6.041045
108.68,43.58319,5,2.062556,1.551806,1.663368,-9.371758,6.29203,6.063201
108.7,40.14801,5,2.099009,1.568707,1.541231,-8.450126,6.29203,6.07651
108.72,27.73657,5,2.083746,1.578283,0.4419934,-8.158536,6.22455,6.03765
108.74,32.44885,5,2.133502,1.594446,2.793139,-9.381788,6.22455,6.024294
108.76,69.20306,5,2.144307,1.618818,-0.2297625,-9.670321,6.426991,6.138087
108.78,31.13239,5,2.137706,1.639844,0.07558119,-6.177646,6.29203,6.105468
108.8,37.50702,5,2.1025,1.665115,1.22062,-7.590045,6.29203,6.083638
108.82,25.28931,5,2.294545,1.713356,8.350393,-8.546249,6.22455,6.055128
108.84,43.47357,5,2.223522,1.709453,-2.51984,-10.14193,6.29203,6.064626
108.86,29.50323,5,2.262681,1.701737,-0.3213652,-9.516012,6.22455,6.03066
108.88,46.23706,5,2.235766,1.696134,0.6251997,-10.39565,6.29203,6.050524
108.9,43.67426,5,2.226058,1.690875,-1.069457,-9.25229,6.29203,6.057551
108.92,42.55365,5,2.237122,1.705614,0.2740546,-8.791197,6.29203,6.062463
108.94,31.41956,5,2.218822,1.708726,0.304589,-8.558382,6.22455,6.020033
108.96,37.9856,5,2.211823,1.705702,0.2587874,-9.498229,6.22455,5.999112
108.98,51.4389,5,2.265236,1.720188,3.266422,-9.605635,6.29203,6.037522
109,-125.7776,5,2.22426,1.608285,-1.64961,-8.554739,5.27983,5.438931
109.02,-57.16766,5,2.2475,1.424191,-0.3213652,-25.84193,5.21235,5.130855
109.04,-9.585327,5,2.296174,1.142057,-2.214496,-30.46939,5.27983,5.045541
109.06,72.26813,5,1.931612,0.8794434,-28.0313,-27.36085,5.684711,5.224791
109.08,50.92517,5,1.081416,0.5762911,-43.84809,-14.20689,5.61723,5.190614
109.1,64.23096,5,1.080517,0.5729939,4.19772,-7.632113,5.684711,5.274923
109.12,38.25507,5,1.349681,0.7501261,19.3275,-2.852265,5.61723,5.339768
109.14,-30.78192,5,1.715543,0.9767454,17.83131,-3.653931,5.27983,5.214189
109.16,-23.97797,5,1.928879,1.110564,15.38856,-11.8758,5.21235,5.121963
109.18,-13.68274,5,2.130994,1.140476,9.342759,-17.29316,5.21235,5.083736
109.2,80.21906,5,1.788815,1.048867,-15.46641,-18.50254,5.684711,5.291797
109.22,33.49475,5,1.487601,0.9446855,-16.06183,-8.860445,5.54975,5.27764
109.24,49.54102,5,1.36238,0.9569315,-9.634345,-6.754885,5.61723,5.318723
109.26,37.30292,5,1.725059,1.112307,19.31223,-4.954457,5.61723,5.39832
109.28,15.26044,5,1.876861,1.260764,6.426728,-5.529199,5.54975,5.403554
109.3,26.16986,5,2.013663,1.374868,10.31986,-8.564201,5.61723,5.445855
109.32,-15.25714,5,2.129398,1.418345,3.587033,-9.934023,5.41479,5.339904
109.34,35.38867,5,2.078148,1.402892,-2.993122,-14.77506,5.61723,5.391817
109.36,16.2038,5,2.039901,1.342474,-2.122893,-12.76242,5.54975,5.364324
109.38,22.20721,5,1.873169,1.270701,-8.15343,-12.81399,5.54975,5.332438
109.4,37.01874,5,1.859232,1.234532,1.235887,-12.17046,5.61723,5.36443
109.42,20.63965,5,1.850245,1.222109,-1.863351,-10.24552,5.54975,5.343779
109.44,22.43311,5,1.895839,1.24253,2.335124,-10.78042,5.54975,5.343518
109.46,21.86755,5,1.943571,1.262857,2.90001,-11.11155,5.54975,5.347769
109.48,21.40686,5,1.95338,1.273016,-0.1686933,-11.42009,5.54975,5.347583
109.5,32.62421,5,1.972385,1.287598,1.235887,-11.70986,5.61723,5.387805
109.52,27.18408,5,1.973375,1.300639,-0.4740371,-10.77367,5.61723,5.403546
109.54,24.78339,5,1.991744,1.322462,0.1061156,-10.76782,5.61723,5.410658
109.56,12.90833,5,1.982362,1.32372,0.09084838,-10.99909,5.54975,5.368445
109.58,42.00012,5,1.97868,1.327664,-0.3671672,-12.28607,5.684711,5.428054
109.6,22.53784,5,1.965493,1.322144,-0.7030448,-10.17994,5.61723,5.41247
109.62,12.01233,5,2.011479,1.33857,2.151918,-10.93493,5.54975,5.371316
109.64,30.34344,5,1.982889,1.330918,-1.344267,-12.37127,5.61723,5.386186
109.66,28.05975,5,1.983534,1.320165,-0.8404495,-11.47085,5.61723,5.393073
109.68,27.16724,5,1.97313,1.321509,0.6710012,-11.07214,5.61723,5.396131
109.7,15.69666,5,1.959548,1.316066,-0.3519,-10.87661,5.54975,5.355403
109.72,21.1004,5,1.972586,1.311419,0.2587874,-11.94665,5.54975,5.3391
109.74,35.04596,5,1.966221,1.30444,-0.4587703,-12.05879,5.61723,5.371784
109.76,18.67242,5,1.973658,1.303177,0.1824515,-10.77556,5.54975,5.348412
109.78,21.47192,5,1.995492,1.314501,1.006879,-11.65411,5.54975,5.34078
109.8,23.26794,5,1.976731,1.306576,-0.7488468,-11.88611,5.54975,5.333018
109.82,35.35052,5,1.99383,1.312726,0.4725278,-11.88996,5.61723,5.372755
109.84,18.57831,5,1.987768,1.315799,0.1519171,-10.67775,5.54975,5.349185
109.86,33.52362,5,1.991459,1.331506,-0.0007547362,-11.55637,5.61723,5.379016
109.88,29.93085,5,1.987666,1.339526,-0.183961,-10.61299,5.61723,5.390779
109.9,28.47516,5,1.995087,1.357471,0.4419934,-10.37651,5.61723,5.39681
109.92,28.52374,5,1.984078,1.368516,-0.2450293,-10.3271,5.61723,5.396752
109.94,17.5274,5,1.981877,1.368506,-0.1381594,-10.30395,5.54975,5.355285
109.96,23.40002,5,1.986984,1.363194,0.06031401,-11.41216,5.54975,5.33724
109.98,25.98566,5,1.983914,1.348801,-0.06182348,-11.53791,5.54975,5.329275
110,26.93188,5,1.981141,1.339737,-0.03128911,-11.34958,5.54975,5.327127
110.02,27.06421,5,1.984126,1.338682,-0.0007547362,-11.1389,5.54975,5.32802
110.04,26.97229,5,1.986576,1.342156,0.01451245,-10.99353,5.54975,5.329309
110.06,38.71167,5,1.980507,1.352998,-0.0007547362,-10.85948,5.61723,5.369729
110.08,21.91248,5,1.982408,1.363335,0.07558119,-9.616173,5.54975,5.347756
110.1,36.93036,5,1.985965,1.384337,0.5335966,-10.47499,5.61723,5.378309
110.12,33.41803,5,1.984305,1.396931,-0.3519,-9.517082,5.61723,5.390743
110.14,31.88873,5,1.998864,1.420249,0.4725278,-9.285976,5.61723,5.398056
110.16,32.01837,5,1.984769,1.433851,-0.4435031,-9.236248,5.61723,5.397956
110.18,20.88092,5,1.993238,1.438632,0.02977964,-9.240147,5.54975,5.357868
110.2,38.42255,5,1.991582,1.441959,0.01451245,-10.33189,5.61723,5.379817
110.22,24.34875,5,1.980611,1.431718,-0.2908313,-9.267239,5.54975,5.348363
110.24,28.76923,5,1.979916,1.430479,0.4419934,-9.980093,5.54975,5.335817
110.26,30.48682,5,1.988282,1.426373,-0.2602969,-10.02959,5.54975,5.332071
110.28,42.46509,5,1.994667,1.434703,0.1977187,-9.883574,5.61723,5.372836
110.3,25.74701,5,1.987963,1.441363,-0.2450293,-8.579469,5.54975,5.35017
110.32,52.40723,5,1.989119,1.468273,0.5641309,-9.356708,5.684711,5.421152
110.34,31.35168,5,2.008852,1.492151,0.6404669,-7.267964,5.61723,5.414321
110.36,21.59613,5,2.008762,1.513271,0.7320697,-8.036144,5.54975,5.368902
110.38,26.76843,5,2.083253,1.530285,3.312223,-9.77522,5.54975,5.35515
110.4,30.0387,5,2.038054,1.508088,-0.8404495,-10.24669,5.54975,5.339385
110.42,54.7677,5,2.039847,1.50667,-0.3060985,-10.18374,5.684711,5.414873
110.44,32.57312,5,2.045224,1.518298,0.3809245,-7.690917,5.61723,5.41058
110.46,34.19385,5,2.023001,1.537972,0.4877952,-8.209026,5.61723,5.405047
110.48,21.50208,5,2.127164,1.566013,5.205354,-8.761663,5.54975,5.373556
110.5,26.88873,5,2.105335,1.560183,-1.130526,-10.33251,5.54975,5.351141
110.52,40.33038,5,2.141107,1.556318,0.3656577,-10.92222,5.61723,5.384038
110.54,23.80298,5,2.139924,1.546355,0.2435202,-9.979556,5.54975,5.356731
110.56,27.38831,5,2.129939,1.537584,-0.2297625,-10.99418,5.54975,5.341614
110.58,40.25787,5,2.145059,1.532434,-0.4129688,-11.3293,5.61723,5.37606
110.6,35.39325,5,2.133622,1.530128,0.2740546,-10.2157,5.61723,5.38945
110.62,22.30121,5,2.11529,1.527178,-0.4893047,-9.936337,5.54975,5.351936
110.64,50.13397,5,2.134522,1.541075,0.1366499,-11.08689,5.684711,5.41785
110.66,18.06323,5,2.136481,1.538813,-0.04655629,-9.094419,5.54975,5.365458
110.68,37.45557,5,2.115181,1.543665,0.1366499,-10.91809,5.61723,5.378621
110.7,34.71411,5,2.158543,1.548204,1.281688,-10.3094,5.61723,5.389443
110.72,22.49335,5,2.126737,1.540542,-0.550373,-10.10234,5.54975,5.348615
110.74,39.01361,5,2.151567,1.54491,0.2740546,-11.25658,5.61723,5.373747
110.76,34.94775,5,2.175808,1.550449,0.5183294,-10.43315,5.61723,5.387415
110.78,45.14929,5,2.156106,1.564454,-0.2450293,-10.20914,5.684711,5.430302
110.8,27.60736,5,2.172422,1.580461,-0.107625,-9.111645,5.61723,5.409934
110.82,30.92542,5,2.171884,1.592914,0.4725278,-10.15411,5.61723,5.398324
110.84,32.75928,5,2.176968,1.590615,0.4877952,-10.52195,5.61723,5.391534
110.86,45.36523,5,2.171748,1.592223,-0.2908313,-10.53581,5.684711,5.427995
110.88,28.77155,5,2.174617,1.595385,0.09084838,-9.307196,5.61723,5.404576
110.9,20.78125,5,2.17085,1.593685,0.2129859,-10.18181,5.54975,5.352374
110.92,39.35498,5,2.182967,1.586699,0.7320697,-11.57836,5.61723,5.370044
110.94,60.42627,5,2.159129,1.586171,-0.5656406,-10.49386,5.752191,5.45672
110.96,26.02264,5,2.134959,1.594037,-0.5351062,-7.620286,5.61723,5.413857
110.98,20.85059,5,2.14352,1.609167,0.5488637,-9.24585,5.54975,5.35543
111,27.45587,5,2.229381,1.617441,5.999248,-11.12567,5.54975,5.338252
111.02,29.98187,5,2.222945,1.599434,-1.954954,-11.67767,5.54975,5.32679
111.04,42.33527,5,2.228997,1.591495,-0.4129688,-11.78468,5.61723,5.362747
111.06,37.55133,5,2.204982,1.586856,-0.09235785,-10.52989,5.61723,5.375904
111.08,36.31445,5,2.177974,1.590309,-0.9778546,-10.09375,5.61723,5.378708
111.1,24.23364,5,2.193889,1.594681,0.7931387,-10.00787,5.54975,5.34157
111.12,29.8396,5,2.185361,1.588021,-0.2602969,-11.13896,5.54975,5.322794
111.14,32.17621,5,2.192969,1.575036,-0.183961,-11.34355,5.54975,5.315565
111.16,32.69769,5,2.200747,1.568171,-0.01602192,-11.26905,5.54975,5.314464
111.18,32.67859,5,2.200801,1.565363,-0.04655629,-11.16764,5.54975,5.314424
111.2,32.91107,5,2.189442,1.561973,-0.1381594,-11.06396,5.54975,5.31295
111.22,32.94525,5,2.195829,1.563521,-0.04655629,-10.99299,5.54975,5.313447
111.24,32.9256,5,2.197586,1.56623,-0.06182348,-10.94782,5.54975,5.313749
111.26,44.40906,5,2.203959,1.578481,-0.03128911,-10.91544,5.61723,5.354981
111.28,38.99115,5,2.205525,1.595581,-0.107625,-9.739758,5.61723,5.373204
111.3,25.30048,5,2.211751,1.612658,0.1366499,-9.55542,5.54975,5.340433
111.32,42.02429,5,2.209927,1.623939,-0.06182348,-10.78076,5.61723,5.363739
111.34,27.8338,5,2.200336,1.61632,-0.6267089,-9.891917,5.54975,5.33156
111.36,31.67035,5,2.225836,1.621114,0.5030622,-10.82217,5.54975,5.321113
111.38,33.55994,5,2.213811,1.611113,-0.09235785,-11.00647,5.54975,5.313962
111.4,45.82825,5,2.217904,1.613084,-0.2297625,-10.92551,5.61723,5.352678
111.42,51.9422,5,2.224876,1.634435,0.1366499,-9.632193,5.684711,5.412322
111.44,21.06744,5,2.229432,1.655692,0.4725278,-8.226677,5.54975,5.35784
111.46,40.59021,5,2.243222,1.678256,0.9763447,-10.43279,5.61723,5.372806
111.48,27.45166,5,2.246523,1.669741,-0.8251827,-9.951565,5.54975,5.336672
111.5,31.91132,5,2.263155,1.666334,0.7931387,-11.01557,5.54975,5.322428
111.52,57.80457,5,2.226086,1.658572,-0.7488468,-11.09092,5.684711,5.391845
111.54,24.34644,5,2.250211,1.662692,0.01451245,-8.660045,5.54975,5.347355
111.56,42.15424,5,2.258171,1.684812,1.938177,-10.4329,5.61723,5.368331
111.58,27.8111,5,2.275084,1.684331,-0.3977011,-9.885668,5.54975,5.336835
111.6,32.04565,5,2.280234,1.682583,0.2282531,-10.98906,5.54975,5.322078
111.62,34.49872,5,2.25963,1.663769,-0.6572433,-11.21946,5.54975,5.311677
111.64,35.34912,5,2.265489,1.652411,-0.2450293,-11.14416,5.54975,5.309114
111.66,46.77661,5,2.27374,1.657217,0.1977187,-11.0119,5.61723,5.350585
111.68,41.25519,5,2.267969,1.668717,-0.1534266,-9.752316,5.61723,5.368465
111.7,39.12207,5,2.269472,1.689878,0.3503905,-9.482547,5.61723,5.375966
111.72,26.77087,5,2.285515,1.702266,0.02977964,-9.5968,5.54975,5.33885
111.74,32.09479,5,2.294009,1.702202,0.2435202,-10.94493,5.54975,5.320898
111.76,34.62384,5,2.291263,1.686947,-0.8099151,-11.28676,5.54975,5.311279
111.78,46.68713,5,2.308378,1.687218,0.4419934,-11.29052,5.61723,5.350566
111.8,41.63788,5,2.288867,1.690505,-0.04655629,-10.0107,5.61723,5.365815
111.82,28.23755,5,2.284956,1.697717,0.2129859,-9.687256,5.54975,5.331572
111.84,44.51105,5,2.299793,1.709524,0.1213828,-10.84864,5.61723,5.357518
111.86,41.17279,5,2.301576,1.713582,-0.3977011,-9.977252,5.61723,5.36836
111.88,39.9624,5,2.297376,1.72479,0.3656577,-9.72416,5.61723,5.372519
111.9,28.37555,5,2.291926,1.725517,-0.3060985,-9.683812,5.54975,5.332233
111.92,45.75903,5,2.290622,1.726399,-0.2297625,-10.79402,5.61723,5.354056
111.94,42.91028,5,2.288516,1.724365,-0.4435031,-9.76332,5.61723,5.364201
111.96,29.9884,5,2.291801,1.728725,0.6404669,-9.405818,5.54975,5.329742
111.98,57.93634,5,2.301934,1.746316,-0.107625,-10.4551,5.684711,5.396261
112,37.349,5,2.313513,1.758918,-0.09235785,-8.389892,5.61723,5.38661
112.02,73.64029,-5,2.314978,1.773104,0.8084057,-9.133241,5.54975,5.340785
112.04,81.84985,-5,2.40179,1.839258,3.129017,-6.201549,5.54975,5.329559
112.06,112.742,-5,2.370742,1.951341,0.5335966,-3.227099,5.684711,5.396416
112.08,93.69791,-5,2.584451,2.154673,12.36566,1.166024,5.61723,5.407411
