Tiempo,ControlPWM,ReferenciaPosicion,ThetaMedido,ThetaObservado,OmegaMedido,OmegaObservado,PosicionMedido,PosicionObservado,VelocidadObservado,TiempoTranscurrido
0.92,39.69693,-5,1.45436,0.7092029,6.747339,-10.10812,-0.3884897,-0.4413348,-1.654627,8044
0.94,-149.5032,-5,1.068934,0.5467104,-26.48932,-6.50728,-1.40069,-1.0426,-5.182152,8056
0.96,-57.32233,-5,0.5677242,0.2214431,-13.75649,-21.51887,-1.40069,-1.385427,-7.656893,8116
0.98,145.5011,-5,1.026927,0.1325637,24.5336,-23.28605,-0.3884897,-0.8461435,-4.788487,8124
1,69.79184,-5,0.9409919,0.1754264,-7.893886,-3.708321,-0.3884897,-0.6000503,-4.276269,8068
1.02,-110.6816,-5,0.4082076,0.1615177,-34.99313,3.027677,-1.33321,-1.127035,-6.721269,8060
1.04,-25.99701,-5,-0.3563628,-0.08812577,-25.13053,-8.117671,-1.40069,-1.49926,-8.566617,8100
1.06,190.5328,-5,-0.003261003,-0.09424305,16.88475,-7.674391,-0.3884897,-0.9638119,-4.328465,8112
1.08,115.4726,-5,-0.2672876,0.001270145,-15.05419,15.38186,-0.4559698,-0.7578778,-2.69918,8072
1.1,113.7895,-5,-0.5225012,0.2820463,-12.59618,23.97359,-0.3884897,-0.628872,-0.7625046,8064
1.12,23.57227,-5,0.6333261,0.8789476,61.984,25.51845,-0.7258892,-0.6144796,2.955514,8052
1.14,1.728577,-5,1.64042,1.486077,40.41147,14.0538,-0.7933693,-0.5735983,3.970907,8064
1.16,4.603821,-5,2.257906,1.864931,31.00689,2.236385,-0.7258892,-0.5268489,2.726851,8056
1.18,-0.2855225,-5,2.376923,1.961551,0.3656577,-5.689834,-0.7258892,-0.5752622,0.02827644,8076
1.2,-161.5969,-5,2.082277,1.69761,-14.55038,-10.82016,-1.738089,-1.299289,-5.036008,8080
1.22,141.312,-5,1.955551,1.447449,-8.229766,-29.62038,-0.5234499,-0.927461,-5.241475,8144
1.24,110.6907,-5,1.69325,1.19221,-16.24504,-10.54619,-0.3884897,-0.7018028,-5.603272,8068
1.26,-26.26428,-5,1.057246,1.018397,-35.20687,0.8335257,-1.06329,-1.061338,-7.392839,8052
1.28,17.33478,-5,0.8326672,0.9105831,18.02979,-4.707234,-1.13077,-1.267599,-7.431746,8108
1.3,38.38501,-5,1.648883,1.04718,39.2359,-6.66039,-1.06329,-1.190152,-4.892823,8120
1.32,19.81207,-5,1.637139,1.112043,-2.275565,-5.796426,-1.13077,-1.211962,-5.621092,8144
1.34,35.22095,-5,1.224887,1.040749,-22.50458,-5.688488,-1.13077,-1.289553,-6.92783,8136
1.36,43.27191,-5,1.361163,1.056373,4.884743,-4.496964,-1.13077,-1.296568,-6.189148,8112
1.38,104.0164,-5,1.376639,1.140472,-0.3671672,-2.798929,-0.7933693,-1.090079,-5.239346,8116
1.4,79.71289,-5,1.365086,1.265546,1.571765,4.517313,-0.7933693,-0.9982021,-4.665232,8096
1.42,2.107727,-5,1.412408,1.40164,2.075582,6.61412,-1.19825,-1.198118,-4.885377,8100
1.44,40.68945,-5,1.678781,1.550654,17.61757,-0.6705076,-1.13077,-1.225255,-4.442,8136
1.46,49.52765,-5,2.122594,1.707701,17.14429,-3.035439,-1.06329,-1.158625,-3.899089,8132
1.48,89.15546,-5,2.140076,1.815572,-2.046557,-3.656209,-0.7933693,-0.9920405,-4.222985,8100
1.5,81.64673,-5,2.067963,1.891712,-2.855718,0.2080798,-0.7258892,-0.9069263,-4.64414,8072
1.52,57.34119,-5,2.204695,2.019889,7.419095,1.523358,-0.7933693,-0.9046874,-4.624715,8088
1.54,56.87231,-5,2.355897,2.145197,8.380928,-0.5577343,-0.7933693,-0.9044363,-4.840055,8076
1.56,54.46362,-5,2.574349,2.256766,10.12139,-2.705311,-0.7933693,-0.8996965,-5.100377,8100
1.58,66.1842,-5,2.626533,2.317475,0.5488637,-4.510632,-0.7258892,-0.8758759,-5.763178,8076
1.6,53.2525,-5,2.590231,2.321652,-0.3671672,-4.416269,-0.7933693,-0.9300994,-6.669657,8068
1.62,61.55414,-5,2.569244,2.312669,-0.596175,-5.579844,-0.7933693,-0.9683938,-7.230651,8096
1.64,67.82544,-5,2.54177,2.293157,-0.2450293,-5.405311,-0.7933693,-0.9955096,-7.633304,8092
1.66,72.57477,-5,2.517453,2.28589,-0.6114421,-4.561303,-0.7933693,-1.013016,-7.83637,8100
1.68,76.23376,-5,2.50881,2.299717,-0.107625,-3.478719,-0.7933693,-1.022835,-7.886202,8100
1.7,79.57037,-5,2.50101,2.330254,-0.1686933,-2.348095,-0.7933693,-1.029494,-7.873495,8096
1.72,82.91943,-5,2.500704,2.374494,-0.1381594,-1.240468,-0.7933693,-1.034134,-7.79305,8100
1.74,86.85974,-5,2.486486,2.423809,-0.09235785,-0.09683394,-0.7933693,-1.039926,-7.702858,8096
1.76,91.51038,-5,2.464648,2.475929,0.09084838,1.158836,-0.7933693,-1.046404,-7.559642,8104
1.78,95.3764,-5,2.4902,2.545685,2.823674,2.401906,-0.7933693,-1.045873,-7.238482,8108
1.8,96.12329,-5,2.618146,2.653813,5.480163,3.210806,-0.7933693,-1.030561,-6.727707,8088
1.82,97.05945,-5,2.676866,2.757227,3.434361,3.651028,-0.7933693,-1.023831,-6.575823,8104
1.84,109.6226,-5,2.771425,2.870228,5.373293,3.76964,-0.7258892,-0.9770539,-6.256953,8096
1.86,93.11084,-5,2.881288,2.980794,6.854209,4.744622,-0.7933693,-0.9930862,-6.200126,8088
1.88,74.46375,-5,2.952204,3.061023,4.518331,3.455602,-0.9283295,-1.085682,-6.570964,8100
1.9,110.4359,-5,3.075906,3.135569,7.831309,0.3778999,-0.7933693,-1.043405,-6.471381,8108
1.92,104.4525,-5,3.177686,3.198199,3.938178,1.649084,-0.7933693,-1.023493,-6.564223,8096
1.94,104.0759,-5,3.165312,3.250429,-0.4129688,1.939349,-0.7933693,-1.028043,-6.908304,8076
1.96,117.9976,-5,3.183238,3.304396,1.43436,2.074768,-0.7258892,-0.9969296,-6.966694,8076
1.98,103.361,-5,3.22918,3.360161,1.739704,3.406923,-0.7933693,-1.025256,-7.105263,8080
2,107.672,-5,3.315099,3.431825,5.49543,2.537546,-0.7933693,-1.035325,-7.121634,8072
2.02,109.2994,-5,3.413121,3.499768,3.892376,2.086124,-0.7933693,-1.038316,-7.208075,8068
2.04,134.4832,-5,3.442609,3.565416,2.564131,1.919836,-0.6584091,-0.9665266,-7.209171,8080
2.06,102.2675,-5,3.505144,3.628347,2.762605,4.105605,-0.7933693,-1.017076,-7.466751,8068
2.08,109.5353,-5,3.594901,3.703671,6.136652,2.010471,-0.7933693,-1.039397,-7.607504,8072
2.1,111.1482,-5,3.753657,3.775107,8.274057,0.8407815,-0.7933693,-1.042805,-7.709962,8084
2.12,136.1299,-5,3.775374,3.829166,1.067948,0.2204383,-0.6584091,-0.9758657,-7.93182,8056
2.14,105.8297,-5,3.758789,3.855217,0.4725278,2.349591,-0.7933693,-1.040794,-8.503854,8068
2.16,127.2101,-5,3.787723,3.899108,2.762605,0.6394644,-0.7258892,-1.033896,-8.605582,8084
2.18,112.7598,-5,3.941681,3.957828,8.228255,1.138688,-0.7933693,-1.059877,-8.639804,8068
2.2,119.002,-5,3.912922,3.986239,-0.6725109,0.1210049,-0.7933693,-1.087627,-9.149648,8052
2.22,134.358,-5,3.973808,4.023706,2.533597,-0.08598156,-0.7258892,-1.06014,-9.165897,8072
2.24,133.6804,-5,3.915675,4.043782,-2.03129,1.539352,-0.7258892,-1.062502,-9.466754,8060
2.26,124.5594,-5,3.904174,4.073104,-0.6267089,2.576496,-0.7933693,-1.108747,-9.615346,8068
2.28,133.0079,-5,3.916097,4.109401,2.121383,2.32367,-0.7933693,-1.13078,-9.611761,8100
2.3,135.1769,-5,4.051519,4.179225,5.968713,2.574532,-0.7933693,-1.126022,-9.310809,8068
2.32,136.5151,-5,4.086799,4.243218,2.090849,2.860316,-0.7933693,-1.127314,-9.389555,8088
2.34,137.9456,-5,4.147266,4.310455,3.205353,2.99987,-0.7933693,-1.128441,-9.398083,8096
2.36,138.8409,-5,4.228769,4.383358,3.571766,2.980456,-0.7933693,-1.127353,-9.39383,8104
2.38,140.8757,-5,4.252382,4.440849,1.892376,2.997484,-0.7933693,-1.134147,-9.572578,8092
2.4,142.9874,-5,4.305838,4.49861,3.067949,3.052636,-0.7933693,-1.138847,-9.629961,8076
2.42,144.9191,-5,4.354239,4.555644,2.777872,3.15757,-0.7933693,-1.143021,-9.703258,8076
2.44,146.5485,-5,4.410704,4.614951,3.754972,3.249629,-0.7933693,-1.145917,-9.758305,8084
2.46,159.4272,-5,4.473114,4.684702,3.754972,3.307412,-0.7258892,-1.107279,-9.679937,8072
2.48,155.2534,-5,4.532392,4.759685,4.625201,4.462582,-0.7258892,-1.09157,-9.694474,8064
2.5,153.0916,-5,4.644761,4.855175,6.151919,4.441116,-0.7258892,-1.080418,-9.640965,8068
2.52,151.6028,-5,4.765292,4.950314,6.762606,3.81793,-0.7258892,-1.074156,-9.730746,8068
2.54,139.699,-5,4.855366,5.020254,5.067949,2.941205,-0.7933693,-1.116821,-10.13872,8064
2.56,-27.2677,-5,4.914536,4.943375,3.846575,0.5958613,-1.805569,-1.753838,-12.64286,8056
2.58,69.61084,-5,4.96953,4.767445,2.274055,-17.94921,-1.738089,-2.007041,-14.05375,8132
2.6,148.4297,-5,4.853883,4.473212,-4.733581,-19.91801,-1.46817,-1.974419,-14.87508,8152
2.62,146.131,-5,4.452836,4.208827,-27.1,-11.92062,-1.46817,-1.987968,-15.54945,8108
2.64,218.4286,-5,3.762658,4.008101,-35.11527,-4.404943,-1.13077,-1.84543,-15.3931,8132
2.66,189.3165,-5,4.131845,4.156762,12.65574,6.633713,-1.13077,-1.684576,-12.37358,8100
2.68,237.9498,-5,4.355631,4.501174,9.587034,10.41167,-0.7258892,-1.330671,-10.05871,8096
2.7,175.5228,-5,4.86431,4.945102,38.02979,16.10404,-0.7933693,-1.166518,-8.490935,8092
2.72,-23.22083,-5,5.436738,5.297529,28.04506,11.27302,-1.805569,-1.675279,-9.95168,8080
2.74,109.963,-5,5.997983,5.506422,31.29696,-13.7029,-1.40069,-1.657306,-10.80731,8128
2.76,102.2015,-5,6.224223,5.441578,10.10612,-17.52752,-1.40069,-1.682451,-12.98144,8108
2.78,237.9991,-5,5.763134,5.288745,-18.91679,-19.03975,-0.6584091,-1.340251,-14.4243,8104
2.8,12.71619,-5,5.245203,4.996469,-26.30611,-5.009382,-1.738089,-1.902491,-17.6407,8076
2.82,198.0477,-5,4.895683,4.82344,-19.58855,-17.06874,-1.13077,-1.814496,-17.44337,8144
2.84,15.84863,-5,5.134191,4.649065,10.33513,-7.462654,-2.075489,-2.285014,-17.98472,8112
2.86,193.2692,-5,5.162148,4.63173,-0.4740371,-19.34335,-1.40069,-2.071687,-16.99133,8172
2.88,58.46387,-5,4.747076,4.397557,-30.47405,-8.110147,-2.075489,-2.430344,-18.98032,8124
2.9,80.68933,-5,3.896838,4.052565,-48.27558,-11.49667,-2.345409,-2.833432,-20.73842,8156
2.92,191.6597,-5,3.455124,3.739772,1.877109,-9.831921,-2.075489,-2.848045,-19.43037,8180
2.94,72.92407,-5,3.638607,3.644078,4.258789,1.649302,-2.75029,-3.158942,-17.49526,8144
2.96,-27.99951,-5,3.536554,3.544481,-4.107626,-2.681298,-3.627529,-3.795774,-18.05841,8208
2.98,145.0051,-5,3.95669,3.547295,23.09849,-16.88497,-3.08769,-3.676122,-15.77349,8264
3,39.77869,-5,3.870962,3.400834,-6.351902,-8.682475,-3.627529,-3.943329,-16.50588,8208
3.02,192.5723,-5,3.355527,3.282634,-28.0771,-11.89694,-3.02021,-3.741107,-15.89969,8236
3.04,76.40576,-5,2.76477,3.056681,-11.80229,3.215117,-3.627529,-4.051128,-16.38987,8208
3.06,4.898193,-5,2.777158,2.984932,1.678635,1.225517,-4.30233,-4.535328,-15.50142,8256
3.08,-55.49707,-5,3.408329,2.974866,27.83132,-9.633127,-4.977129,-5.043254,-14.67194,8328
3.1,126.0085,-5,3.632577,2.922568,2.732071,-23.37383,-4.30233,-4.834324,-13.71594,8332
3.12,-13.45117,-5,3.336933,2.670992,-20.90153,-13.38014,-4.977129,-5.178622,-15.59415,8288
3.14,151.2629,-5,2.619078,2.426067,-34.56565,-18.20147,-4.36981,-5.034286,-15.65183,8332
3.16,113.8723,-5,1.83147,2.099163,-42.04657,-2.139123,-4.572248,-5.140004,-15.62495,8296
3.18,-34.99878,-5,1.410238,1.876495,-12.33664,5.78652,-5.58445,-5.769706,-15.36523,8324
3.2,-70.91638,-5,1.830325,1.801482,34.90002,-5.606689,-6.259249,-6.337871,-13.82326,8380
3.22,54.39282,-5,2.377792,1.777892,27.22063,-18.42591,-5.92185,-6.289087,-11.71308,8404
3.24,-73.8822,-5,2.589183,1.658045,6.25879,-15.20401,-6.596649,-6.634445,-12.48238,8392
3.26,114.2181,-5,1.919171,1.433304,-45.32901,-23.4869,-5.85437,-6.424223,-13.05797,8412
3.28,54.50647,-5,0.6704394,0.9384853,-69.19161,-5.855901,-6.191769,-6.65336,-14.78469,8376
3.3,-0.447876,-5,-0.6584162,0.4068479,-65.5733,4.05126,-6.86657,-7.234235,-15.37908,8408
3.32,89.91626,-5,-1.066987,0.09955025,18.88475,6.530396,-6.86657,-7.417809,-11.75368,8440
3.34,144.3854,-5,-0.2033219,0.3160351,41.12903,14.56153,-6.596649,-7.10796,-4.725908,8436
3.36,-53.96936,-5,0.4700699,0.7033059,26.22826,22.81235,-7.473888,-7.367014,-2.315626,8424
3.38,29.14404,-5,0.9317634,1.081263,18.51834,6.822567,-7.20397,-7.281786,-0.9137379,8476
3.4,84.94263,-5,0.8965752,1.188285,5.312224,4.928949,-6.86657,-7.081862,-0.965291,8476
3.42,-49.16614,-5,1.082465,1.247692,5.98398,8.451105,-7.473888,-7.340566,-1.42104,8448
3.44,19.2395,-5,1.196917,1.286922,0.5030622,-3.077296,-7.27145,-7.332644,-1.496809,8496
3.46,20.11597,-5,1.076013,1.163245,-8.107629,-3.385326,-7.27145,-7.357036,-2.382647,8512
3.48,-59.64355,-5,0.9848707,0.9957649,-8.657246,-3.392401,-7.743809,-7.656413,-3.563519,8504
3.5,14.49438,-5,0.8599768,0.8176563,-9.267933,-10.96665,-7.541368,-7.675195,-3.864053,8524
3.52,13.80078,-5,0.7651198,0.6255369,-8.764117,-8.183068,-7.541368,-7.67872,-3.954308,8488
3.54,24.73035,-5,0.5850658,0.4969144,-11.34427,-5.806188,-7.473888,-7.640366,-3.785228,8488
3.56,-143.1469,-5,0.4760908,0.3136648,-8.19923,-3.134054,-8.41861,-8.18573,-5.341485,8492
3.58,66.52283,-5,0.4890729,0.2113173,-1.16106,-18.06083,-7.608849,-7.92698,-4.175019,8532
3.6,72.12915,-5,0.5208178,0.1309716,-1.038923,-6.777013,-7.33893,-7.62738,-3.039643,8468
3.62,-4.075562,-5,0.4000016,0.1764642,-9.832819,1.537638,-7.541368,-7.612187,-2.759042,8504
3.64,0.1827393,-5,0.1908395,0.2039082,-11.06946,0.03683311,-7.541368,-7.630688,-2.892941,8484
3.66,17.87671,-5,0.1023956,0.188545,-2.748847,-0.1920078,-7.473888,-7.604391,-2.528896,8488
3.68,6.648193,-5,0.4181365,0.2767465,14.70154,0.3740124,-7.473888,-7.539232,-1.221281,8480
3.7,-6.630005,-5,0.6376201,0.3874649,7.190088,-1.139689,-7.473888,-7.487333,-0.8349645,8504
3.72,-24.87732,-5,0.6463407,0.4129465,-0.4282355,-3.550993,-7.541368,-7.521215,-1.505821,8512
3.74,-10.86865,-5,0.6797113,0.3918018,-0.6267089,-7.092833,-7.473888,-7.504097,-1.880652,8488
3.76,-27.44824,-5,0.6731201,0.3218879,-2.016023,-8.045617,-7.541368,-7.544759,-2.493372,8480
3.78,-11.97278,-5,0.5854251,0.2283117,-6.351902,-10.05405,-7.473888,-7.53583,-2.979274,8492
3.8,-25.91028,-5,0.4628954,0.1044671,-7.084726,-9.4547,-7.541368,-7.584633,-3.548592,8488
3.82,-10.51428,-5,0.4042186,0.01106198,-4.809917,-10.266,-7.473888,-7.56418,-3.55971,8484
3.84,7.7052,-5,0.3442627,-0.05329759,-4.183962,-9.015751,-7.33893,-7.472453,-3.326191,8476
3.86,-29.05139,-5,0.2753657,-0.1028457,-4.626711,-6.189194,-7.473888,-7.512587,-3.463474,8508
3.88,-24.34436,-5,0.2343935,-0.1367777,-2.229764,-7.908963,-7.473888,-7.529842,-3.463819,8480
3.9,-35.92517,-5,0.2669167,-0.1806891,1.464895,-8.716318,-7.541368,-7.569787,-3.500547,8468
3.92,-32.96204,-5,0.2831279,-0.2279637,-1.145793,-10.48909,-7.541368,-7.582538,-3.570915,8484
3.94,-33.06714,-5,0.2562799,-0.2927484,-2.580908,-11.28813,-7.541368,-7.589565,-3.768574,8480
3.96,-22.51624,-5,0.2163744,-0.3531605,-3.11526,-11.6866,-7.473888,-7.553265,-3.794179,8480
3.98,-40.05505,-5,0.1422781,-0.4226377,-4.535108,-10.67962,-7.541368,-7.581974,-4.044595,8500
4,-35.61121,-5,0.01649147,-0.5042205,-7.435873,-11.37637,-7.541368,-7.604564,-4.272775,8480
4.02,-32.29614,-5,-0.09493321,-0.5953166,-7.222132,-11.02336,-7.541368,-7.618776,-4.311011,8492
4.04,-18.69653,-5,-0.1981778,-0.6676243,-6.672513,-10.09212,-7.473888,-7.583745,-4.031514,8484
4.06,-21.5708,-5,-0.3483624,-0.7327187,-8.703049,-7.604456,-7.473888,-7.572045,-3.814022,8488
4.08,-32.42578,-5,-0.4830833,-0.7858813,-7.222132,-5.824382,-7.541368,-7.607591,-3.564171,8488
4.1,-14.17859,-5,-0.5678194,-0.8160803,-5.008389,-5.429877,-7.473888,-7.576539,-2.94588,8472
4.12,-29.36169,-5,-0.5871527,-0.8274828,-1.374801,-3.283797,-7.541368,-7.588972,-2.368947,8468
4.14,-15.94189,-5,-0.5715958,-0.8026419,0.02977964,-3.424454,-7.473888,-7.539026,-1.62189,8464
4.16,-22.42908,-5,-0.5491741,-0.7728982,0.2129859,-2.237631,-7.473888,-7.506098,-1.09704,8500
4.18,-26.16455,-5,-0.5478129,-0.7431659,-0.0007547362,-2.115342,-7.473888,-7.48657,-0.7469002,8488
4.2,-40.17004,-5,-0.5313904,-0.7303426,0.2282531,-2.495158,-7.541368,-7.513716,-0.6111881,8488
4.22,-24.75879,-5,-0.534152,-0.7326278,-0.2602969,-4.129696,-7.473888,-7.483934,-0.4063642,8492
4.24,-18.53076,-5,-0.5105029,-0.7336446,0.2129859,-3.716675,-7.40641,-7.423816,-0.07644895,8484
4.26,-39.29651,-5,-0.5068366,-0.7347237,-0.1686933,-2.865683,-7.473888,-7.434316,-0.04878524,8512
4.28,-50.59827,-5,-0.49197,-0.7465816,-0.04655629,-4.487539,-7.541368,-7.477477,-0.1784713,8492
4.3,-46.4718,-5,-0.4712289,-0.7832417,0.1366499,-6.781913,-7.541368,-7.495223,-0.3217465,8504
4.32,-34.92542,-5,-0.4627143,-0.8298508,-0.1534266,-7.901063,-7.473888,-7.461009,-0.3511184,8496
4.34,-42.45447,-5,-0.458458,-0.8709962,-0.0007547362,-7.510619,-7.473888,-7.443208,-0.4292883,8496
4.36,-59.25488,-5,-0.4504378,-0.9090477,0.01451245,-8.087776,-7.541368,-7.474114,-0.6841743,8504
4.38,-57.24573,-5,-0.4623511,-0.9628903,-0.8099151,-10.14552,-7.541368,-7.491048,-1.004385,8500
4.4,-46.4314,-5,-0.4610707,-1.021857,0.1519171,-11.30281,-7.473888,-7.458094,-1.136531,8492
4.42,-65.97205,-5,-0.4563909,-1.080665,-0.3213652,-11.042,-7.541368,-7.482121,-1.433802,8476
4.44,-63.67297,-5,-0.5453902,-1.159889,-6.428238,-12.56552,-7.541368,-7.504402,-1.908423,8484
4.46,-60.11938,-5,-0.7021332,-1.277849,-8.565642,-12.82947,-7.541368,-7.530948,-2.385238,8484
4.48,-57.00171,-5,-0.8315731,-1.392401,-6.596177,-12.22497,-7.541368,-7.547738,-2.500947,8468
4.5,-54.38086,-5,-0.9738907,-1.495335,-7.970222,-11.04355,-7.541368,-7.558245,-2.466258,8472
4.52,-39.24805,-5,-1.158437,-1.58556,-9.512208,-9.357882,-7.473888,-7.528669,-2.222616,8472
4.54,-53.21375,-5,-1.289391,-1.65091,-6.138161,-6.302834,-7.541368,-7.552045,-1.852809,8460
4.56,-48.86487,-5,-1.355692,-1.676105,-3.099992,-5.469188,-7.541368,-7.551209,-1.233634,8472
4.58,-37.0354,-5,-1.35633,-1.667331,-0.7793808,-4.447935,-7.473888,-7.494489,-0.4135388,8460
4.6,-44.59082,-5,-1.332962,-1.631711,0.7778715,-2.656809,-7.473888,-7.454525,0.2706771,8472
4.62,-95.08545,-5,-1.33327,-1.622079,-0.2602969,-2.335958,-7.743809,-7.593132,0.1660908,8472
4.64,-87.47595,-5,-1.312966,-1.651105,0.7626044,-7.312801,-7.811289,-7.690803,0.07593542,8496
4.66,-75.52307,-5,-1.295138,-1.729121,-0.4740371,-9.89435,-7.811289,-7.728377,0.03178316,8504
4.68,-234.8507,-5,-1.301142,-1.921324,-0.6725109,-10.73963,-8.75601,-8.306475,-1.868511,8504
4.7,5.970947,-5,-1.482323,-2.112375,-12.3061,-26.42525,-7.811289,-8.013453,-1.330458,8552
4.72,-20.71155,-5,-1.830634,-2.36479,-20.51985,-11.29168,-7.743809,-7.861022,-1.19982,8492
4.74,-37.15625,-5,-2.694693,-2.580146,-45.35955,-1.114057,-7.811289,-7.900121,-1.509098,8496
4.76,-223.891,-5,-3.352424,-2.896794,-26.01603,5.747584,-9.025928,-8.675385,-2.91697,8492
4.78,127.0474,-5,-2.491803,-2.696061,68.10614,-10.85348,-7.473888,-7.911429,3.73931,8568
4.8,-16.82605,-5,-1.230802,-2.202935,54.36568,9.313925,-7.541368,-7.430637,7.904644,8476
4.82,29.40576,-5,-0.8014644,-1.542942,9.754973,6.859138,-6.86657,-6.808465,9.290026,8480
4.84,-214.2743,-5,-1.004332,-1.323976,-14.36717,10.18729,-7.878769,-7.254263,5.222923,8448
4.86,-28.33301,-5,-1.241183,-1.315327,-3.481672,-11.16747,-7.20397,-7.136109,3.876672,8496
